# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts_new5.txt" "-T" "8" "bam/SRR20281612.sorted.bam" "bam/SRR20281613.sorted.bam" "bam/SRR20650029.sorted.bam" "bam/SRR20650030.sorted.bam" "bam/SRR20650031.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281612.sorted.bam	bam/SRR20281613.sorted.bam	bam/SRR20650029.sorted.bam	bam/SRR20650030.sorted.bam	bam/SRR20650031.sorted.bam
MA_RS01815	NC_003552.1	402530	403219	+	690	2075	1846	3686	1798	2296
MA_RS01820	NC_003552.1	403216	403845	+	630	766	854	2656	1627	1745
MA_RS01825	NC_003552.1	403871	404266	+	396	244	237	890	557	557
MA_RS01830	NC_003552.1	404536	409737	+	5202	1415	1298	3098	1666	1901
MA_RS01840	NC_003552.1	410767	416304	+	5538	4492	3924	1501	888	864
MA_RS29255	NC_003552.1	416955	417077	+	123	201	113	88	183	160
MA_RS01850	NC_003552.1	418633	419550	-	918	420	418	8	5	4
MA_RS01855	NC_003552.1	419579	421036	-	1458	456	327	60	44	72
MA_RS28285	NC_003552.1	421754	422128	-	375	39	39	7	2	0
MA_RS28290	NC_003552.1	422044	422331	-	288	26	14	0	0	0
MA_RS01870	NC_003552.1	422982	423671	-	690	67	60	11	7	9
MA_RS01875	NC_003552.1	423880	424020	-	141	57	58	11	17	6
MA_RS29260	NC_003552.1	424113	424244	-	132	24	28	0	2	2
MA_RS01880	NC_003552.1	424241	424459	-	219	113	94	3	0	0
MA_RS01885	NC_003552.1	425043	425420	-	378	141	126	6	16	14
MA_RS01895	NC_003552.1	426809	427939	-	1131	290	166	20	32	23
MA_RS29685	NC_003552.1	428033	428134	-	102	21	25	54	50	25
MA_RS01900	NC_003552.1	428185	428664	-	480	172	96	14	8	7
MA_RS01905	NC_003552.1	428833	430029	-	1197	993	654	43	22	54
MA_RS01910	NC_003552.1	430382	430861	-	480	250	170	27	23	18
MA_RS01915	NC_003552.1	430918	431496	-	579	409	316	102	73	72
MA_RS01920	NC_003552.1	431771	432943	-	1173	702	447	78	38	50
MA_RS01925	NC_003552.1	432966	433868	-	903	4153	2574	130	82	94
MA_RS01930	NC_003552.1	433861	434928	-	1068	529	380	36	56	22
MA_RS01935	NC_003552.1	435159	435737	-	579	2174	1760	20	37	18
MA_RS01940	NC_003552.1	435971	436552	-	582	3469	2732	28	7	19
MA_RS01945	NC_003552.1	436699	438486	-	1788	46030	56427	276	195	184
MA_RS01950	NC_003552.1	438790	439491	+	702	2668	2279	254	105	193
MA_RS01955	NC_003552.1	439678	440862	+	1185	1649	1839	238	168	186
MA_RS01960	NC_003552.1	440932	442047	+	1116	1262	1399	116	69	80
MA_RS01965	NC_003552.1	442147	442428	+	282	123	89	10	21	16
MA_RS01970	NC_003552.1	442416	442679	+	264	76	35	27	10	12
MA_RS01975	NC_003552.1	442881	443597	+	717	1873	1812	78	35	46
MA_RS01980	NC_003552.1	443685	444149	-	465	2543	1107	36	110	49
MA_RS01985	NC_003552.1	444213	445136	-	924	4160	4612	142	107	129
MA_RS01990	NC_003552.1	445215	446003	-	789	1913	1412	466	410	299
MA_RS02000	NC_003552.1	447488	447997	+	510	5542	7469	214	135	142
MA_RS02005	NC_003552.1	447990	448427	+	438	1961	2516	145	87	81
MA_RS02010	NC_003552.1	448684	453072	-	4389	1111	974	7654	3258	4964
MA_RS02015	NC_003552.1	453449	457996	-	4548	1240	1255	7438	3868	5284
MA_RS02025	NC_003552.1	458726	464422	-	5697	2519	2471	9198	4796	6073
MA_RS02030	NC_003552.1	465002	469318	-	4317	5580	6539	11309	5682	7045
MA_RS02035	NC_003552.1	469736	470503	-	768	167	156	11	1	10
MA_RS02040	NC_003552.1	470816	472120	-	1305	259	90	14	8	8
MA_RS02045	NC_003552.1	472290	472499	+	210	231	127	6	8	0
MA_RS02050	NC_003552.1	472723	472959	-	237	60	32	18	20	6
MA_RS02055	NC_003552.1	474240	474614	+	375	271	194	248	201	160
MA_RS02060	NC_003552.1	474915	475265	+	351	10	10	10	17	10
MA_RS02065	NC_003552.1	475284	475463	+	180	58	38	45	51	38
MA_RS02070	NC_003552.1	475733	476515	+	783	140	121	276	103	169
MA_RS02075	NC_003552.1	476549	477874	+	1326	188	147	174	170	144
MA_RS24965	NC_003552.1	478141	478272	+	132	75	59	14	5	4
MA_RS26415	NC_003552.1	478251	478406	+	156	1	2	0	0	1
MA_RS28135	NC_003552.1	478454	478798	+	345	156	123	26	6	6
MA_RS02090	NC_003552.1	481091	481441	+	351	69	40	4	4	6
MA_RS02100	NC_003552.1	482086	483003	+	918	537	507	4	2	8
MA_RS02105	NC_003552.1	483000	483875	+	876	161	131	16	8	8
MA_RS02110	NC_003552.1	484225	484446	+	222	276	132	7	24	20
MA_RS02115	NC_003552.1	484776	485201	+	426	45	36	4	2	0
MA_RS02120	NC_003552.1	485208	486335	+	1128	245	158	53	18	21
MA_RS02125	NC_003552.1	486521	487600	+	1080	475	593	74	44	38
MA_RS02135	NC_003552.1	488865	489485	+	621	54	44	0	0	4
MA_RS02140	NC_003552.1	489540	490079	+	540	41	20	2	2	0
MA_RS28295	NC_003552.1	490985	491269	+	285	29	26	4	2	1
MA_RS02150	NC_003552.1	491290	492042	+	753	138	178	13	18	18
MA_RS02155	NC_003552.1	492073	492648	+	576	324	280	53	42	50
MA_RS02165	NC_003552.1	493911	494819	+	909	429	440	71	60	28
MA_RS02170	NC_003552.1	495076	495432	-	357	25	7	0	0	0
MA_RS02175	NC_003552.1	496128	496898	+	771	207	157	58	22	41
MA_RS02180	NC_003552.1	497069	497494	+	426	42	58	5	4	7
MA_RS02185	NC_003552.1	497558	498742	+	1185	363	222	66	50	29
MA_RS02190	NC_003552.1	499078	499617	+	540	115	74	2	2	0
MA_RS02195	NC_003552.1	499831	500814	+	984	164	126	5	8	4
MA_RS29265	NC_003552.1	500884	500970	+	87	8	7	0	0	0
MA_RS29270	NC_003552.1	501039	501227	+	189	52	33	6	0	0
MA_RS02205	NC_003552.1	501351	501950	+	600	938	802	51	26	38
MA_RS02210	NC_003552.1	502401	503603	+	1203	469	559	33	32	27
MA_RS26425	NC_003552.1	503887	504126	+	240	78	54	4	0	0
MA_RS02220	NC_003552.1	504673	504903	+	231	27438	18322	58	58	39
MA_RS02225	NC_003552.1	505101	505262	+	162	2418	1479	19	27	17
MA_RS02230	NC_003552.1	505493	505885	-	393	4228	4037	473	427	414
MA_RS02235	NC_003552.1	506196	506408	+	213	247	160	4	2	3
MA_RS02240	NC_003552.1	506764	507966	+	1203	811	399	76	35	22
MA_RS02245	NC_003552.1	508310	509143	+	834	1339	1478	563	357	465
MA_RS02250	NC_003552.1	509181	510371	+	1191	1962	2145	682	410	425
MA_RS02255	NC_003552.1	510626	511654	-	1029	18976	19078	503	280	314
MA_RS02260	NC_003552.1	511754	511936	-	183	118933	66349	125	193	118
MA_RS02265	NC_003552.1	512183	512491	-	309	462	248	16	28	9
MA_RS02270	NC_003552.1	512628	513692	-	1065	1645	1579	445	311	296
MA_RS02275	NC_003552.1	513926	514231	-	306	345	283	3	2	4
MA_RS28300	NC_003552.1	515482	515988	-	507	3657	3776	83	128	106
MA_RS02285	NC_003552.1	516253	517248	+	996	5102	4614	337	253	251
MA_RS02290	NC_003552.1	517343	518158	+	816	893	785	33	18	22
MA_RS02300	NC_003552.1	519393	520196	-	804	3567	2850	816	625	607
MA_RS02305	NC_003552.1	520308	520823	-	516	1531	1045	33	24	29
MA_RS02310	NC_003552.1	521099	523168	+	2070	8806	8535	747	358	482
MA_RS02315	NC_003552.1	523405	523614	-	210	8	3	0	2	11
MA_RS02320	NC_003552.1	523963	524703	+	741	35	15	82	81	59
MA_RS02325	NC_003552.1	524887	525492	+	606	117	126	108	53	57
MA_RS02330	NC_003552.1	525616	526164	+	549	1352	1317	55	54	57
MA_RS24975	NC_003552.1	526304	526435	-	132	15	20	2	0	0
MA_RS26430	NC_003552.1	526480	526626	-	147	24	12	1	1	0
MA_RS02340	NC_003552.1	526764	527975	+	1212	1350	952	544	313	358
MA_RS02345	NC_003552.1	528046	528495	-	450	107	96	20	13	2
MA_RS02350	NC_003552.1	528705	529127	+	423	96	151	113	74	70
MA_RS24980	NC_003552.1	529351	529560	+	210	76	94	92	77	39
MA_RS02360	NC_003552.1	529870	530526	+	657	2333	1591	306	213	300
MA_RS02365	NC_003552.1	530608	531747	-	1140	1259	949	212	136	96
MA_RS02370	NC_003552.1	531805	532971	-	1167	3542	2670	239	129	152
MA_RS02375	NC_003552.1	533783	534781	+	999	3645	3176	254	179	171
MA_RS02380	NC_003552.1	534844	536229	-	1386	2909	2980	97916	51000	69866
MA_RS02385	NC_003552.1	536240	537016	-	777	431	415	45959	20570	30103
MA_RS02395	NC_003552.1	537303	537533	-	231	18	6	2	0	0
MA_RS02400	NC_003552.1	537926	538780	+	855	216	206	1306	693	847
MA_RS02405	NC_003552.1	539017	539808	+	792	255	260	1289	692	861
MA_RS02410	NC_003552.1	539898	541817	-	1920	1347	1461	214	109	131
MA_RS02415	NC_003552.1	541988	542464	+	477	703	611	147	74	72
MA_RS02420	NC_003552.1	542620	542799	-	180	244	419	49	57	34
MA_RS02425	NC_003552.1	542972	544933	-	1962	5193	6038	125	140	102
MA_RS02430	NC_003552.1	544992	546491	-	1500	495	490	38	41	48
MA_RS28305	NC_003552.1	546673	546882	-	210	43	15	2	2	0
MA_RS28310	NC_003552.1	546993	547208	+	216	23	14	3	9	6
MA_RS28315	NC_003552.1	547604	547807	+	204	14	15	7	0	2
MA_RS02440	NC_003552.1	547815	548807	+	993	454	370	184	147	175
MA_RS02445	NC_003552.1	548980	549450	-	471	117	110	31	8	18
MA_RS02450	NC_003552.1	549702	549896	-	195	71	66	15	11	19
MA_RS02455	NC_003552.1	550418	551323	+	906	550	690	140	55	107
MA_RS02465	NC_003552.1	552436	552756	+	321	278	82	16	19	8
MA_RS02470	NC_003552.1	552863	554347	-	1485	526	338	104	53	86
MA_RS02475	NC_003552.1	554458	554664	+	207	3	3	0	0	0
MA_RS02480	NC_003552.1	554618	555496	+	879	351	173	2	0	2
MA_RS02485	NC_003552.1	555563	556177	+	615	167	140	41	20	8
MA_RS02490	NC_003552.1	556226	556669	+	444	81	49	13	5	2
MA_RS28320	NC_003552.1	556816	557034	+	219	71	54	16	14	10
MA_RS02495	NC_003552.1	557862	558233	+	372	566	512	289	205	189
MA_RS29275	NC_003552.1	558966	559094	+	129	11636	8611	1590	1522	1992
MA_RS02500	NC_003552.1	559648	560424	-	777	1339	1215	146	139	108
MA_RS02505	NC_003552.1	560781	561176	-	396	422	232	19	7	12
MA_RS02510	NC_003552.1	561181	561753	-	573	330	309	27	22	14
MA_RS02520	NC_003552.1	562005	562271	-	267	263	157	4	2	0
MA_RS02525	NC_003552.1	563057	564046	-	990	585	445	121	101	84
MA_RS29690	NC_003552.1	564477	564671	-	195	56	34	2	4	0
MA_RS29695	NC_003552.1	564629	564964	+	336	81	79	14	11	9
MA_RS02535	NC_003552.1	565014	565790	-	777	593	575	59	62	64
MA_RS02540	NC_003552.1	566070	567359	+	1290	6245	6150	231	195	193
MA_RS24350	NC_003552.1	567850	570723	+	2874	1162	768	128	84	92
MA_RS02555	NC_003552.1	571167	573713	+	2547	312	262	200	120	102
MA_RS02560	NC_003552.1	573987	576203	-	2217	880	595	45	44	38
MA_RS02565	NC_003552.1	576556	577233	-	678	401	290	66	36	48
MA_RS02570	NC_003552.1	577531	578181	+	651	1964	1393	88	116	79
MA_RS02575	NC_003552.1	578794	579201	+	408	307	152	4	9	2
MA_RS02585	NC_003552.1	579515	579841	+	327	184	139	7	4	23
MA_RS02590	NC_003552.1	579937	582219	-	2283	2809	1949	298	296	261
MA_RS02595	NC_003552.1	582774	583250	+	477	872	664	82	28	49
MA_RS24355	NC_003552.1	583586	584113	+	528	596	457	43	53	57
MA_RS02610	NC_003552.1	584723	585280	+	558	690	524	29	39	9
MA_RS02620	NC_003552.1	585765	586307	-	543	1234	878	118	155	148
MA_RS02625	NC_003552.1	586505	587242	+	738	75	84	36	44	38
MA_RS02630	NC_003552.1	587255	588178	+	924	500	337	32	34	26
MA_RS02635	NC_003552.1	588926	589444	+	519	593	243	80	44	36
MA_RS02640	NC_003552.1	590259	591188	+	930	1220	1088	191	172	142
MA_RS02645	NC_003552.1	591371	592807	+	1437	5973	4917	625	537	483
MA_RS02650	NC_003552.1	593230	594093	+	864	1420	837	264	185	126
MA_RS02660	NC_003552.1	594609	595223	+	615	388	302	25	23	26
MA_RS02665	NC_003552.1	595359	596744	+	1386	3506	2246	219	157	157
MA_RS02670	NC_003552.1	597068	597652	-	585	1227	1305	46	31	31
MA_RS02680	NC_003552.1	598296	598502	-	207	187	83	0	4	2
MA_RS02685	NC_003552.1	599612	600484	-	873	2480	1914	146	204	177
MA_RS02690	NC_003552.1	601283	601759	+	477	1374	1132	42	38	41
MA_RS02695	NC_003552.1	601897	602175	+	279	401	327	3	16	4
MA_RS02700	NC_003552.1	602172	602522	+	351	246	130	15	12	4
MA_RS02705	NC_003552.1	602880	602953	-	74	154	87	10	0	9
MA_RS02710	NC_003552.1	603202	603966	+	765	881	837	105	52	55
MA_RS02715	NC_003552.1	604061	604648	-	588	1282	1550	78	38	61
MA_RS02720	NC_003552.1	604781	605800	-	1020	1077	943	569	289	394
MA_RS02725	NC_003552.1	606446	608416	-	1971	3527	4066	657	378	428
MA_RS02730	NC_003552.1	608616	611318	-	2703	6006	7450	1016	588	569
MA_RS28335	NC_003552.1	611840	612079	+	240	10	10	19	12	7
MA_RS02740	NC_003552.1	612472	612549	-	78	211	144	37	15	10
MA_RS02745	NC_003552.1	612727	613311	-	585	2316	1990	191	113	143
MA_RS02750	NC_003552.1	613653	614801	+	1149	1570	1465	257	144	170
MA_RS02760	NC_003552.1	615729	616370	+	642	1375	1479	366	160	325
MA_RS02775	NC_003552.1	617913	618563	+	651	803	802	109	57	44
MA_RS02780	NC_003552.1	619035	620096	+	1062	293	348	100	33	40
MA_RS02785	NC_003552.1	620098	620394	+	297	60	51	2	16	5
MA_RS28040	NC_003552.1	620413	620562	+	150	42	48	30	5	8
MA_RS02800	NC_003552.1	622779	623399	+	621	1950	1775	137	170	126
MA_RS02805	NC_003552.1	624104	625717	+	1614	3956	3542	604	236	380
MA_RS02810	NC_003552.1	625757	626557	+	801	3397	3955	923	508	637
MA_RS02815	NC_003552.1	626734	626991	-	258	5194	2619	1110	829	740
MA_RS02820	NC_003552.1	627143	627634	-	492	171	139	33	20	35
MA_RS02825	NC_003552.1	627701	630268	-	2568	1572	1676	150	96	128
MA_RS02830	NC_003552.1	630525	630926	-	402	12492	9084	73	85	67
MA_RS02835	NC_003552.1	631274	631561	-	288	1738	1613	78	96	100
MA_RS02840	NC_003552.1	631609	632430	-	822	5536	6174	890	637	636
MA_RS02845	NC_003552.1	633027	633491	-	465	3292	3317	35	26	21
MA_RS02850	NC_003552.1	633604	634320	-	717	2675	2381	69	99	108
MA_RS02855	NC_003552.1	634461	635216	-	756	750	824	245	269	293
MA_RS02860	NC_003552.1	635158	635793	-	636	1203	991	124	76	100
MA_RS02870	NC_003552.1	636080	636565	-	486	337	199	107	88	61
MA_RS02875	NC_003552.1	636723	637436	+	714	969	1003	190	157	132
MA_RS02880	NC_003552.1	637433	638176	+	744	1650	1671	301	240	237
MA_RS02885	NC_003552.1	638399	639289	+	891	576	638	27	28	20
MA_RS02890	NC_003552.1	639295	640392	+	1098	2865	2357	327	153	144
MA_RS25000	NC_003552.1	640700	644749	+	4050	1715	1232	419	297	341
MA_RS02905	NC_003552.1	645562	649428	+	3867	1239	1071	186	88	111
MA_RS26440	NC_003552.1	649767	649916	+	150	70	18	4	0	4
MA_RS02915	NC_003552.1	649933	650793	+	861	1398	989	134	135	85
MA_RS26445	NC_003552.1	651143	651355	+	213	237	210	11	6	4
MA_RS29280	NC_003552.1	651359	651481	+	123	16	12	0	0	0
MA_RS02920	NC_003552.1	651520	652707	+	1188	1307	1059	144	122	106
MA_RS02925	NC_003552.1	652958	655138	+	2181	1208	1267	203	104	105
MA_RS02930	NC_003552.1	655226	657511	+	2286	945	771	144	82	78
MA_RS02935	NC_003552.1	657701	659947	+	2247	1001	990	84	78	56
MA_RS02940	NC_003552.1	660130	660654	+	525	212	225	32	20	12
MA_RS02945	NC_003552.1	661627	663963	+	2337	1854	1625	248	160	94
MA_RS02950	NC_003552.1	664051	666390	+	2340	1408	1180	82	54	45
MA_RS02955	NC_003552.1	666579	667085	+	507	253	247	44	34	28
MA_RS02960	NC_003552.1	667157	668335	+	1179	526	342	44	20	37
MA_RS02965	NC_003552.1	668702	669973	+	1272	942	678	76	140	84
MA_RS02970	NC_003552.1	670086	670751	+	666	540	318	36	21	22
MA_RS26450	NC_003552.1	671115	671363	+	249	19	10	1	3	4
MA_RS02975	NC_003552.1	671739	672695	+	957	2590	3026	59	71	39
MA_RS02980	NC_003552.1	672806	673219	+	414	385	238	75	84	54
MA_RS26455	NC_003552.1	673473	673733	+	261	944	587	3	17	11
MA_RS02990	NC_003552.1	674025	674435	+	411	146	116	19	4	2
MA_RS03000	NC_003552.1	675365	675823	+	459	148	70	10	0	4
MA_RS03005	NC_003552.1	676154	676576	+	423	482	301	34	29	24
MA_RS03010	NC_003552.1	677229	678278	+	1050	7088	7157	771	348	520
MA_RS03015	NC_003552.1	678275	678838	+	564	1341	1067	38	39	44
MA_RS03020	NC_003552.1	678843	679301	+	459	2138	1782	272	167	179
MA_RS03025	NC_003552.1	679496	680158	+	663	3013	2357	166	151	165
MA_RS03030	NC_003552.1	680300	681682	+	1383	4238	4338	817	459	471
MA_RS03035	NC_003552.1	681830	682804	+	975	7148	6452	483	334	344
MA_RS03040	NC_003552.1	683303	684220	+	918	1187	1293	3	11	0
MA_RS26460	NC_003552.1	684341	684592	+	252	426	341	22	8	18
MA_RS03050	NC_003552.1	685082	686356	+	1275	11526	11126	1985	936	1163
MA_RS03055	NC_003552.1	686420	687373	+	954	6281	6436	2832	1191	2025
MA_RS03060	NC_003552.1	687412	688317	+	906	1869	1633	1327	487	772
MA_RS03065	NC_003552.1	688317	689096	+	780	1488	1094	592	272	374
MA_RS03070	NC_003552.1	689174	689908	+	735	2979	2484	545	402	480
MA_RS03075	NC_003552.1	689908	690213	+	306	967	892	75	61	70
MA_RS03080	NC_003552.1	690641	692356	+	1716	5574	5433	1458	725	921
MA_RS03085	NC_003552.1	692491	693603	-	1113	2467	2936	142	118	81
MA_RS03095	NC_003552.1	694191	695543	+	1353	7367	8482	2008	1096	1382
MA_RS03100	NC_003552.1	695536	696402	+	867	2131	2187	318	174	195
MA_RS03105	NC_003552.1	696548	698119	+	1572	8823	8115	2372	1226	1552
MA_RS03110	NC_003552.1	698285	698803	+	519	1478	1443	606	244	321
MA_RS03115	NC_003552.1	698883	700535	-	1653	1167	980	361	131	254
MA_RS28340	NC_003552.1	700574	700741	+	168	59	35	47	18	18
MA_RS03125	NC_003552.1	701308	701688	+	381	7397	5506	5330	4120	4104
MA_RS03130	NC_003552.1	701699	702121	+	423	6807	5881	393	306	375
MA_RS03135	NC_003552.1	702135	702539	+	405	11888	11276	5006	2484	3264
MA_RS03140	NC_003552.1	702548	702736	+	189	1147	856	379	172	303
MA_RS03145	NC_003552.1	702737	702811	+	75	463	481	887	500	625
MA_RS03150	NC_003552.1	702924	703106	+	183	2557	2302	327	244	272
MA_RS03155	NC_003552.1	703179	703922	+	744	24022	25338	28792	14850	20510
MA_RS03160	NC_003552.1	703991	704794	+	804	13185	11974	6655	3363	4641
MA_RS03165	NC_003552.1	705010	705915	+	906	1240	1018	364	257	266
MA_RS03170	NC_003552.1	706015	706797	+	783	1592	1724	392	192	282
MA_RS03175	NC_003552.1	706801	707898	+	1098	9517	8615	2783	1644	1968
MA_RS26465	NC_003552.1	709091	709231	-	141	547	407	240	120	120
MA_RS03180	NC_003552.1	709310	710653	+	1344	14528	15149	4415	2512	2916
MA_RS03185	NC_003552.1	710692	711657	+	966	10157	8604	552	331	341
MA_RS03190	NC_003552.1	711691	711909	-	219	49	33	13	6	10
MA_RS03195	NC_003552.1	712122	714773	-	2652	40074	44878	4719	3000	3323
MA_RS03200	NC_003552.1	715092	715352	+	261	19760	13719	1648	1325	1178
MA_RS03205	NC_003552.1	715547	716560	+	1014	8443	5959	2530	1633	1857
MA_RS03210	NC_003552.1	716760	717413	+	654	1653	1741	297	178	189
MA_RS25010	NC_003552.1	717478	717903	-	426	732	463	22	24	8
MA_RS03220	NC_003552.1	718050	719060	+	1011	950	769	386	264	286
MA_RS03225	NC_003552.1	719510	719581	+	72	235	103	11	9	8
MA_RS03230	NC_003552.1	720048	720950	-	903	248	197	69	37	15
MA_RS03235	NC_003552.1	721540	723159	-	1620	1263	1447	236	111	212
MA_RS03240	NC_003552.1	723868	724329	-	462	902	963	97	52	60
MA_RS03245	NC_003552.1	724667	725662	-	996	9750	11062	507	300	339
MA_RS26470	NC_003552.1	725854	726015	-	162	16	5	3	0	0
MA_RS03250	NC_003552.1	726052	726759	-	708	119	95	7	6	2
MA_RS03255	NC_003552.1	726775	727425	-	651	82	124	4	5	12
MA_RS26475	NC_003552.1	727510	727710	+	201	0	1	0	0	0
MA_RS03260	NC_003552.1	727859	729823	+	1965	432	364	134	113	115
MA_RS03265	NC_003552.1	730368	732335	+	1968	1083	866	491	257	271
MA_RS03270	NC_003552.1	732897	734000	-	1104	2708	3559	134	150	114
MA_RS03275	NC_003552.1	734439	735272	+	834	1151	1059	40	30	16
MA_RS03280	NC_003552.1	735572	736234	+	663	2136	2440	176	107	137
MA_RS03285	NC_003552.1	736295	736513	-	219	1676	1262	17	3	16
MA_RS03295	NC_003552.1	737081	737878	+	798	600	400	251	225	212
MA_RS03300	NC_003552.1	738028	739992	+	1965	225	211	680	438	447
MA_RS03305	NC_003552.1	740029	741168	-	1140	1962	2078	399	215	233
MA_RS03310	NC_003552.1	741262	741669	-	408	3232	3340	73	64	61
MA_RS03315	NC_003552.1	741925	742203	+	279	2410	1961	273	221	149
MA_RS03320	NC_003552.1	742329	743939	+	1611	14779	14167	932	773	545
MA_RS03325	NC_003552.1	744374	745201	+	828	6474	5584	1020	713	746
MA_RS03330	NC_003552.1	745333	746016	+	684	1444	1092	438	323	287
MA_RS03335	NC_003552.1	746169	746804	+	636	2353	1850	133	165	110
MA_RS03340	NC_003552.1	747109	748293	+	1185	9773	9369	498	412	452
MA_RS03345	NC_003552.1	748504	749592	-	1089	3360	2362	860	681	640
MA_RS03355	NC_003552.1	749793	750596	-	804	1202	1059	15	9	2
MA_RS26480	NC_003552.1	750873	751064	-	192	24360	12689	5835	5941	9439
MA_RS26485	NC_003552.1	751161	751307	-	147	248	148	99	74	33
MA_RS03360	NC_003552.1	751638	752129	-	492	2293	2065	87	152	89
MA_RS03365	NC_003552.1	752315	753082	-	768	213	180	4	21	9
MA_RS03375	NC_003552.1	754290	754369	-	80	888	395	91	56	46
MA_RS03380	NC_003552.1	754586	755989	-	1404	5473	5035	992	677	721
MA_RS03385	NC_003552.1	756108	756878	-	771	6834	5821	959	685	764
MA_RS25015	NC_003552.1	756888	757043	-	156	618	737	110	61	60
MA_RS03390	NC_003552.1	757050	757856	-	807	18937	15594	10037	6801	8365
MA_RS03395	NC_003552.1	757929	758117	-	189	1882	2345	622	322	441
MA_RS03400	NC_003552.1	758124	758402	-	279	8134	8375	216	226	190
MA_RS03405	NC_003552.1	758802	759527	-	726	6632	6169	697	548	554
MA_RS03410	NC_003552.1	759493	760737	-	1245	3614	3921	134	77	62
MA_RS03415	NC_003552.1	761249	762172	+	924	465	408	46	44	38
MA_RS03420	NC_003552.1	762428	763123	+	696	83	69	31	18	18
MA_RS03425	NC_003552.1	763478	765844	+	2367	1246	1066	886	411	594
MA_RS03430	NC_003552.1	765841	766893	+	1053	1389	1397	382	208	212
MA_RS03435	NC_003552.1	767242	769431	+	2190	104059	100355	7020	3873	3960
MA_RS03440	NC_003552.1	769777	770496	-	720	5046	4322	581	301	403
MA_RS03445	NC_003552.1	770644	771519	-	876	3218	3165	327	291	313
MA_RS03450	NC_003552.1	771947	772492	+	546	1631	1227	184	135	168
MA_RS03455	NC_003552.1	772694	773713	-	1020	1602	1841	80	92	34
MA_RS03460	NC_003552.1	774913	776406	+	1494	27761	31768	773	258	440
MA_RS03465	NC_003552.1	776411	777727	+	1317	23071	25093	476	254	297
MA_RS03470	NC_003552.1	777724	778590	+	867	11045	9065	272	99	145
MA_RS03475	NC_003552.1	778583	779149	+	567	8494	8758	611	250	302
MA_RS03480	NC_003552.1	779151	779768	+	618	10206	9392	280	135	150
MA_RS03485	NC_003552.1	779770	780360	+	591	11598	10459	279	111	106
MA_RS03490	NC_003552.1	780362	781147	+	786	19386	18636	418	195	393
MA_RS03495	NC_003552.1	781197	781532	+	336	10332	8168	255	73	163
MA_RS03500	NC_003552.1	781743	782240	-	498	525	515	113	50	64
MA_RS03505	NC_003552.1	782413	783465	-	1053	661	548	231	132	202
MA_RS03510	NC_003552.1	783936	784769	-	834	1705	1880	60	63	66
MA_RS03515	NC_003552.1	785002	786006	+	1005	4887	3978	1740	1358	1298
MA_RS03520	NC_003552.1	786139	786651	+	513	4216	3548	835	356	591
MA_RS03525	NC_003552.1	786830	787093	+	264	4214	3340	511	488	387
MA_RS03530	NC_003552.1	787229	787450	-	222	3219	2122	40	91	59
MA_RS03535	NC_003552.1	787765	788736	+	972	2784	2110	330	217	212
MA_RS03540	NC_003552.1	789265	790983	+	1719	9663	9068	3656	1292	2063
MA_RS03545	NC_003552.1	791006	792487	+	1482	6165	5992	4203	2035	2589
MA_RS03550	NC_003552.1	792605	793582	+	978	9972	9571	2932	1672	2185
MA_RS03555	NC_003552.1	793566	794189	+	624	3220	2671	119	68	94
MA_RS03560	NC_003552.1	794778	795740	-	963	3216	3178	156	115	113
MA_RS03565	NC_003552.1	795772	796395	-	624	1846	2162	59	70	56
MA_RS03570	NC_003552.1	796533	796823	-	291	2696	2410	102	74	86
MA_RS03575	NC_003552.1	796970	799075	-	2106	13719	13123	1667	715	1026
MA_RS03580	NC_003552.1	799193	799951	-	759	884	895	132	109	132
MA_RS03585	NC_003552.1	799988	800185	-	198	55	42	1	6	1
MA_RS03590	NC_003552.1	800592	800975	+	384	1332	1326	52	70	62
MA_RS03595	NC_003552.1	801921	802595	+	675	5054	4457	535	401	358
MA_RS26490	NC_003552.1	802931	803107	-	177	45	16	4	0	1
MA_RS03600	NC_003552.1	803364	804146	+	783	17778	15809	2459	1160	1447
MA_RS03605	NC_003552.1	804148	805377	+	1230	37304	40389	3861	2053	2441
MA_RS03610	NC_003552.1	805491	806126	+	636	1765	893	994	694	727
MA_RS03615	NC_003552.1	806119	806751	+	633	863	612	137	56	103
MA_RS03620	NC_003552.1	806927	808051	+	1125	143	85	18	8	6
MA_RS03625	NC_003552.1	808279	809448	+	1170	1244	899	100	48	36
MA_RS24895	NC_003552.1	809468	809829	-	362	1006348	604010	6255	10507	9042
MA_RS03630	NC_003552.1	810326	811465	+	1140	7093	5555	7408	3487	4817
MA_RS03635	NC_003552.1	811452	812492	+	1041	10042	9100	3603	2103	2656
MA_RS03640	NC_003552.1	812489	813127	+	639	2656	1618	372	223	294
MA_RS03645	NC_003552.1	813275	813994	+	720	3563	2753	459	299	385
MA_RS03650	NC_003552.1	814086	814775	-	690	2466	2734	272	191	204
MA_RS03655	NC_003552.1	814766	815719	-	954	3224	3333	190	104	140
MA_RS03660	NC_003552.1	815716	816687	-	972	4518	4263	677	250	369
