# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts.txt" "-T" "8" "bam/SRR20281608.sorted.bam" "bam/SRR20281609.sorted.bam" "bam/SRR20281610.sorted.bam" "bam/SRR20281611.sorted.bam" "bam/SRR20280855.sorted.bam" "bam/SRR20280860.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281608.sorted.bam	bam/SRR20281609.sorted.bam	bam/SRR20281610.sorted.bam	bam/SRR20281611.sorted.bam	bam/SRR20280855.sorted.bam	bam/SRR20280860.sorted.bam
MA_RS01600	NC_003552.1	358852	360492	-	1641	83022	85732	49937	48009	48280	63696
MA_RS01605	NC_003552.1	360522	361289	-	768	18346	13881	6714	8633	14694	12980
MA_RS26400	NC_003552.1	361696	361842	-	147	108	81	113	130	69	61
MA_RS01620	NC_003552.1	362830	363399	+	570	3949	3602	2232	2125	1825	2204
MA_RS01625	NC_003552.1	363418	364458	+	1041	4257	3981	3564	2868	3054	3673
MA_RS01630	NC_003552.1	364459	366213	+	1755	9033	7902	5505	4413	4489	5887
MA_RS01635	NC_003552.1	366218	367084	+	867	2617	1621	835	858	897	1237
MA_RS01640	NC_003552.1	367095	367484	+	390	1481	913	547	567	295	402
MA_RS01645	NC_003552.1	367487	368788	+	1302	10329	8489	6049	6802	4893	6895
MA_RS01650	NC_003552.1	369250	370296	+	1047	2265	2269	1557	1546	722	863
MA_RS01655	NC_003552.1	370777	371526	+	750	9199	7659	6091	4685	7047	7210
MA_RS01660	NC_003552.1	372184	372411	-	228	177	130	235	237	173	270
MA_RS01665	NC_003552.1	372564	373571	-	1008	2221	1702	1161	933	1862	1906
MA_RS01670	NC_003552.1	373760	374464	-	705	1169	1070	704	431	817	867
MA_RS01675	NC_003552.1	375115	376125	+	1011	1593	1318	775	502	736	1019
MA_RS01680	NC_003552.1	376216	376830	+	615	1260	962	492	396	484	619
MA_RS01700	NC_003552.1	378649	379041	+	393	1644	1291	974	820	1085	1609
MA_RS01705	NC_003552.1	379094	380020	-	927	3920	3660	3382	2727	2219	2792
MA_RS01710	NC_003552.1	380046	380837	-	792	3844	3199	2619	2083	2703	3266
MA_RS01715	NC_003552.1	380961	382022	-	1062	4686	4093	2885	2188	1733	2404
MA_RS01720	NC_003552.1	382019	382879	-	861	3211	2922	2341	1715	1514	2214
MA_RS01725	NC_003552.1	382867	383682	-	816	3658	2895	2093	1390	1149	1612
MA_RS01730	NC_003552.1	383857	384498	-	642	4417	3494	2182	1592	2645	2981
MA_RS01735	NC_003552.1	384571	385146	-	576	1152	653	385	298	616	622
MA_RS01740	NC_003552.1	385182	385754	-	573	2225	1869	1342	1336	1840	1802
MA_RS01745	NC_003552.1	385916	386206	-	291	1859	1831	818	658	1326	1338
MA_RS01750	NC_003552.1	386302	386826	-	525	2285	2208	1907	1830	2776	2748
MA_RS01755	NC_003552.1	386898	387662	-	765	5025	4496	3288	2611	3271	3917
MA_RS01760	NC_003552.1	387918	388475	-	558	3193	2783	1945	1764	1384	1943
MA_RS01765	NC_003552.1	388736	389119	+	384	1226	992	715	663	870	990
MA_RS01770	NC_003552.1	389165	390565	-	1401	8307	6931	6541	5413	6431	7722
MA_RS01775	NC_003552.1	391064	393439	+	2376	25536	20457	15060	12136	10376	14419
MA_RS01780	NC_003552.1	393609	396260	-	2652	16982	13099	8430	8421	7659	9292
MA_RS01785	NC_003552.1	397092	397532	+	441	6156	3665	2017	1778	5442	5430
MA_RS01790	NC_003552.1	397635	398663	+	1029	8090	5133	4223	2586	8802	7428
MA_RS01795	NC_003552.1	398698	399663	+	966	20358	16332	16489	15559	14388	17638
MA_RS01800	NC_003552.1	399660	400670	+	1011	14426	10282	10309	7986	6695	8960
MA_RS01805	NC_003552.1	400671	401354	+	684	4709	3875	3364	3264	5181	5264
MA_RS01810	NC_003552.1	401436	401951	-	516	3851	2576	1498	1222	4678	3223
MA_RS01815	NC_003552.1	402530	403219	+	690	1293	1773	1487	2692	3036	3225
MA_RS01820	NC_003552.1	403216	403845	+	630	667	1294	660	1010	2709	2610
MA_RS01825	NC_003552.1	403871	404266	+	396	246	314	227	287	572	474
MA_RS01830	NC_003552.1	404536	409737	+	5202	3012	2557	2028	1859	2216	2293
MA_RS01840	NC_003552.1	410767	416304	+	5538	8648	7697	7255	5894	6976	6962
MA_RS29255	NC_003552.1	416955	417077	+	123	147	275	192	274	801	426
MA_RS01850	NC_003552.1	418633	419550	-	918	670	542	587	500	751	585
MA_RS01855	NC_003552.1	419579	421036	-	1458	1097	946	932	721	7403	4521
MA_RS28285	NC_003552.1	421754	422128	-	375	234	137	104	44	169	128
MA_RS28290	NC_003552.1	422044	422331	-	288	26	53	26	35	89	87
MA_RS01870	NC_003552.1	422982	423671	-	690	178	198	128	92	676	491
MA_RS01875	NC_003552.1	423880	424020	-	141	127	155	130	79	226	213
MA_RS29260	NC_003552.1	424113	424244	-	132	93	73	55	35	94	126
MA_RS01880	NC_003552.1	424241	424459	-	219	176	145	210	153	338	396
MA_RS01885	NC_003552.1	425043	425420	-	378	458	391	242	154	1061	524
MA_RS01895	NC_003552.1	426809	427939	-	1131	733	474	430	322	696	468
MA_RS29685	NC_003552.1	428033	428134	-	102	106	104	58	39	114	88
MA_RS01900	NC_003552.1	428185	428664	-	480	431	267	279	230	396	308
MA_RS01905	NC_003552.1	428833	430029	-	1197	1644	1395	1522	1236	2611	2354
MA_RS01910	NC_003552.1	430382	430861	-	480	838	614	439	318	547	413
MA_RS01915	NC_003552.1	430918	431496	-	579	779	718	611	568	714	640
MA_RS01920	NC_003552.1	431771	432943	-	1173	1750	1457	1073	858	1275	1378
MA_RS01925	NC_003552.1	432966	433868	-	903	5556	4276	5441	5611	2661	2977
MA_RS01930	NC_003552.1	433861	434928	-	1068	1060	815	968	652	853	924
MA_RS01935	NC_003552.1	435159	435737	-	579	9971	5844	3764	2989	4376	5269
MA_RS01940	NC_003552.1	435971	436552	-	582	6476	7172	5464	4882	4309	5760
MA_RS01945	NC_003552.1	436699	438486	-	1788	120058	101079	75985	64927	36905	60246
MA_RS01950	NC_003552.1	438790	439491	+	702	3588	3748	3525	3616	2453	2726
MA_RS01955	NC_003552.1	439678	440862	+	1185	5625	4086	3224	2241	2003	2427
MA_RS01960	NC_003552.1	440932	442047	+	1116	3083	2588	2544	1890	1714	2070
MA_RS01965	NC_003552.1	442147	442428	+	282	688	340	331	186	258	203
MA_RS01970	NC_003552.1	442416	442679	+	264	275	213	131	98	244	184
MA_RS01975	NC_003552.1	442881	443597	+	717	5186	3766	2998	2458	2591	2449
MA_RS01980	NC_003552.1	443685	444149	-	465	4572	3800	3974	3158	5258	6029
MA_RS01985	NC_003552.1	444213	445136	-	924	8328	7061	7002	5855	6101	6088
MA_RS01990	NC_003552.1	445215	446003	-	789	6401	6016	4634	2637	3591	4509
MA_RS02000	NC_003552.1	447488	447997	+	510	11437	9866	7387	7648	7718	8033
MA_RS02005	NC_003552.1	447990	448427	+	438	5562	4149	2901	2960	3573	3715
MA_RS02010	NC_003552.1	448684	453072	-	4389	2510	2058	1858	1596	2317	2263
MA_RS02015	NC_003552.1	453449	457996	-	4548	2743	2293	2113	1678	1749	2117
MA_RS02025	NC_003552.1	458726	464422	-	5697	3869	4453	3298	3231	3474	4444
MA_RS02030	NC_003552.1	465002	469318	-	4317	6559	7933	5298	7923	7624	7833
MA_RS02035	NC_003552.1	469736	470503	-	768	304	247	260	217	259	261
MA_RS02040	NC_003552.1	470816	472120	-	1305	405	463	269	336	274	274
MA_RS02045	NC_003552.1	472290	472499	+	210	349	311	253	251	113	64
MA_RS02050	NC_003552.1	472723	472959	-	237	166	184	127	105	131	112
MA_RS02055	NC_003552.1	474240	474614	+	375	351	394	367	309	506	472
MA_RS02060	NC_003552.1	474915	475265	+	351	47	44	30	22	80	41
MA_RS02065	NC_003552.1	475284	475463	+	180	156	101	81	88	174	115
MA_RS02070	NC_003552.1	475733	476515	+	783	313	274	300	204	424	356
MA_RS02075	NC_003552.1	476549	477874	+	1326	657	411	394	288	387	380
MA_RS24965	NC_003552.1	478141	478272	+	132	83	67	106	115	91	56
MA_RS26415	NC_003552.1	478251	478406	+	156	14	7	3	5	4	5
MA_RS28135	NC_003552.1	478454	478798	+	345	213	252	199	158	280	295
MA_RS02090	NC_003552.1	481091	481441	+	351	110	97	111	118	105	84
MA_RS02100	NC_003552.1	482086	483003	+	918	837	795	684	661	620	632
MA_RS02105	NC_003552.1	483000	483875	+	876	369	239	202	189	255	222
MA_RS02110	NC_003552.1	484225	484446	+	222	330	434	346	323	423	261
MA_RS02115	NC_003552.1	484776	485201	+	426	108	77	83	60	161	122
MA_RS02120	NC_003552.1	485208	486335	+	1128	512	486	398	348	561	474
MA_RS02125	NC_003552.1	486521	487600	+	1080	987	775	763	708	648	775
MA_RS02135	NC_003552.1	488865	489485	+	621	165	124	90	86	83	65
MA_RS02140	NC_003552.1	489540	490079	+	540	170	67	70	54	47	64
MA_RS28295	NC_003552.1	490985	491269	+	285	118	91	65	45	66	69
MA_RS02150	NC_003552.1	491290	492042	+	753	397	320	265	170	274	249
MA_RS02155	NC_003552.1	492073	492648	+	576	485	414	487	460	395	422
MA_RS02165	NC_003552.1	493911	494819	+	909	1203	1130	684	552	703	656
MA_RS02170	NC_003552.1	495076	495432	-	357	49	37	47	39	165	103
MA_RS02175	NC_003552.1	496128	496898	+	771	601	433	410	333	400	348
MA_RS02180	NC_003552.1	497069	497494	+	426	255	126	127	85	138	134
MA_RS02185	NC_003552.1	497558	498742	+	1185	842	637	626	535	588	704
MA_RS02190	NC_003552.1	499078	499617	+	540	228	162	143	153	254	179
MA_RS02195	NC_003552.1	499831	500814	+	984	334	316	235	211	277	235
MA_RS29265	NC_003552.1	500884	500970	+	87	11	5	9	7	21	12
MA_RS29270	NC_003552.1	501039	501227	+	189	55	89	83	77	128	89
MA_RS02205	NC_003552.1	501351	501950	+	600	2089	1606	1716	1331	2937	1782
MA_RS02210	NC_003552.1	502401	503603	+	1203	1063	895	737	663	756	698
MA_RS26425	NC_003552.1	503887	504126	+	240	139	190	111	90	258	135
MA_RS02220	NC_003552.1	504673	504903	+	231	67242	48557	58604	37587	55972	47128
MA_RS02225	NC_003552.1	505101	505262	+	162	9616	7667	4816	3269	8836	8426
MA_RS02230	NC_003552.1	505493	505885	-	393	8917	8796	7436	5556	10153	8513
MA_RS02235	NC_003552.1	506196	506408	+	213	648	605	474	313	497	396
MA_RS02240	NC_003552.1	506764	507966	+	1203	1153	967	1289	1014	1042	1024
MA_RS02245	NC_003552.1	508310	509143	+	834	3261	2536	2409	1936	1885	2391
MA_RS02250	NC_003552.1	509181	510371	+	1191	4299	5085	3396	2735	3781	4173
MA_RS02255	NC_003552.1	510626	511654	-	1029	23318	25448	23116	27070	17304	21871
MA_RS02260	NC_003552.1	511754	511936	-	183	134877	113780	175349	171090	49448	100716
MA_RS02265	NC_003552.1	512183	512491	-	309	686	611	668	671	975	1026
MA_RS02270	NC_003552.1	512628	513692	-	1065	3238	2900	2478	2200	5392	3860
MA_RS02275	NC_003552.1	513926	514231	-	306	958	783	553	427	2129	1026
MA_RS28300	NC_003552.1	515482	515988	-	507	12150	8416	5983	5323	7198	5555
MA_RS02285	NC_003552.1	516253	517248	+	996	9351	8610	8814	6812	8314	8958
MA_RS02290	NC_003552.1	517343	518158	+	816	2585	2049	1280	1214	1595	1827
MA_RS02300	NC_003552.1	519393	520196	-	804	7698	5820	5757	4981	5164	5620
MA_RS02305	NC_003552.1	520308	520823	-	516	4054	2639	2499	2197	1843	2199
MA_RS02310	NC_003552.1	521099	523168	+	2070	16403	17529	14458	12229	11416	14696
MA_RS02315	NC_003552.1	523405	523614	-	210	21	38	23	18	5	9
MA_RS02320	NC_003552.1	523963	524703	+	741	120	86	101	22	136	124
MA_RS02325	NC_003552.1	524887	525492	+	606	485	308	275	165	723	582
MA_RS02330	NC_003552.1	525616	526164	+	549	3782	2939	2523	1747	2287	2618
MA_RS24975	NC_003552.1	526304	526435	-	132	82	56	57	25	47	24
MA_RS26430	NC_003552.1	526480	526626	-	147	93	44	44	30	69	36
MA_RS02340	NC_003552.1	526764	527975	+	1212	2726	2714	1632	1749	1386	1462
MA_RS02345	NC_003552.1	528046	528495	-	450	303	233	171	141	220	235
MA_RS02350	NC_003552.1	528705	529127	+	423	262	207	227	134	388	321
MA_RS24980	NC_003552.1	529351	529560	+	210	245	218	157	145	294	287
MA_RS02360	NC_003552.1	529870	530526	+	657	5714	4132	3834	3381	2177	2219
MA_RS02365	NC_003552.1	530608	531747	-	1140	3343	2600	2162	1634	2559	2912
MA_RS02370	NC_003552.1	531805	532971	-	1167	8984	7700	6690	4936	7367	8103
MA_RS02375	NC_003552.1	533783	534781	+	999	13453	10513	10523	5134	20838	19999
MA_RS02380	NC_003552.1	534844	536229	-	1386	4762	4922	5720	4211	9375	10919
MA_RS02385	NC_003552.1	536240	537016	-	777	918	961	962	584	3243	4317
MA_RS02395	NC_003552.1	537303	537533	-	231	63	70	55	22	260	349
MA_RS02400	NC_003552.1	537926	538780	+	855	538	475	371	272	684	656
MA_RS02405	NC_003552.1	539017	539808	+	792	749	632	609	357	851	838
MA_RS02410	NC_003552.1	539898	541817	-	1920	4256	3386	2506	1847	3510	2883
MA_RS02415	NC_003552.1	541988	542464	+	477	1465	1451	1312	877	1439	1307
MA_RS02420	NC_003552.1	542620	542799	-	180	1090	697	516	389	579	405
MA_RS02425	NC_003552.1	542972	544933	-	1962	14696	10625	9076	7606	12617	9599
MA_RS02430	NC_003552.1	544992	546491	-	1500	1353	892	876	740	689	825
MA_RS28305	NC_003552.1	546673	546882	-	210	57	51	79	24	51	32
MA_RS28310	NC_003552.1	546993	547208	+	216	51	37	65	24	35	37
MA_RS28315	NC_003552.1	547604	547807	+	204	41	26	42	28	40	35
MA_RS02440	NC_003552.1	547815	548807	+	993	1125	991	709	722	1356	1391
MA_RS02445	NC_003552.1	548980	549450	-	471	608	351	224	166	395	261
MA_RS02450	NC_003552.1	549702	549896	-	195	121	147	111	117	248	270
MA_RS02455	NC_003552.1	550418	551323	+	906	1178	1050	933	711	613	782
MA_RS02465	NC_003552.1	552436	552756	+	321	267	318	258	275	434	418
MA_RS02470	NC_003552.1	552863	554347	-	1485	915	777	490	678	795	676
MA_RS02475	NC_003552.1	554458	554664	+	207	6	47	10	2	11	5
MA_RS02480	NC_003552.1	554618	555496	+	879	803	544	482	409	511	519
MA_RS02485	NC_003552.1	555563	556177	+	615	500	427	284	206	251	213
MA_RS02490	NC_003552.1	556226	556669	+	444	221	180	131	84	124	140
MA_RS28320	NC_003552.1	556816	557034	+	219	410	261	169	123	160	137
MA_RS02495	NC_003552.1	557862	558233	+	372	4182	2325	1099	782	2787	2606
MA_RS29275	NC_003552.1	558966	559094	+	129	14527	20905	24129	14714	85809	59614
MA_RS02500	NC_003552.1	559648	560424	-	777	3726	2896	2274	1779	3289	2303
MA_RS02505	NC_003552.1	560781	561176	-	396	1013	941	722	508	870	752
MA_RS02510	NC_003552.1	561181	561753	-	573	1315	1185	594	443	1037	977
MA_RS02520	NC_003552.1	562005	562271	-	267	449	372	378	346	191	228
MA_RS02525	NC_003552.1	563057	564046	-	990	1130	962	1035	808	1416	1218
MA_RS29690	NC_003552.1	564477	564671	-	195	84	87	94	62	70	56
MA_RS29695	NC_003552.1	564629	564964	+	336	166	146	162	102	395	315
MA_RS02535	NC_003552.1	565014	565790	-	777	1526	1273	1166	776	2224	2037
MA_RS02540	NC_003552.1	566070	567359	+	1290	20967	14711	11801	8533	20075	15966
MA_RS24350	NC_003552.1	567850	570723	+	2874	2794	2559	1877	1556	2019	1787
MA_RS02555	NC_003552.1	571167	573713	+	2547	662	525	482	374	522	539
MA_RS02560	NC_003552.1	573987	576203	-	2217	1668	1241	1333	1031	1166	1261
MA_RS02565	NC_003552.1	576556	577233	-	678	684	597	603	494	501	634
MA_RS02570	NC_003552.1	577531	578181	+	651	2436	2514	2629	2519	2256	1841
MA_RS02575	NC_003552.1	578794	579201	+	408	550	488	454	384	202	208
MA_RS02585	NC_003552.1	579515	579841	+	327	608	423	397	183	329	248
MA_RS02590	NC_003552.1	579937	582219	-	2283	8341	6509	5876	3860	6322	7592
MA_RS02595	NC_003552.1	582774	583250	+	477	2163	1677	1569	1014	1219	1255
MA_RS24355	NC_003552.1	583586	584113	+	528	1064	984	1119	786	456	479
MA_RS02610	NC_003552.1	584723	585280	+	558	2207	1730	1250	943	712	764
MA_RS02620	NC_003552.1	585765	586307	-	543	3323	3358	2142	1719	4031	2969
MA_RS02625	NC_003552.1	586505	587242	+	738	313	298	129	119	269	308
MA_RS02630	NC_003552.1	587255	588178	+	924	1234	1035	702	591	1044	1120
MA_RS02635	NC_003552.1	588926	589444	+	519	729	1002	783	805	2754	2245
MA_RS02640	NC_003552.1	590259	591188	+	930	3167	2838	2126	1544	1540	2387
MA_RS02645	NC_003552.1	591371	592807	+	1437	12735	10400	9510	7836	6000	6973
MA_RS02650	NC_003552.1	593230	594093	+	864	3373	3135	2313	1855	2028	2807
MA_RS02660	NC_003552.1	594609	595223	+	615	1359	1015	744	497	455	636
MA_RS02665	NC_003552.1	595359	596744	+	1386	6448	5517	5438	4965	6343	6212
MA_RS02670	NC_003552.1	597068	597652	-	585	3245	2523	2012	1593	1226	928
MA_RS02680	NC_003552.1	598296	598502	-	207	568	372	359	225	169	184
MA_RS02685	NC_003552.1	599612	600484	-	873	3639	3535	3515	3588	4318	6004
MA_RS02690	NC_003552.1	601283	601759	+	477	2821	2595	2807	1818	2148	2258
MA_RS02695	NC_003552.1	601897	602175	+	279	779	735	587	565	538	544
MA_RS02700	NC_003552.1	602172	602522	+	351	307	427	353	303	727	545
MA_RS02705	NC_003552.1	602880	602953	-	74	40	47	28	199	92	77
MA_RS02710	NC_003552.1	603202	603966	+	765	2290	1946	1769	1244	1182	1414
MA_RS02715	NC_003552.1	604061	604648	-	588	3766	2704	2202	1857	1916	1801
MA_RS02720	NC_003552.1	604781	605800	-	1020	2781	2027	1190	1601	1556	1607
MA_RS02725	NC_003552.1	606446	608416	-	1971	10602	7621	6453	4824	5066	5222
MA_RS02730	NC_003552.1	608616	611318	-	2703	16982	13069	10235	8173	7963	9413
MA_RS28335	NC_003552.1	611840	612079	+	240	170	175	70	37	81	84
MA_RS02740	NC_003552.1	612472	612549	-	78	235	270	299	331	292	294
MA_RS02745	NC_003552.1	612727	613311	-	585	3072	2991	3198	3246	2752	2771
MA_RS02750	NC_003552.1	613653	614801	+	1149	3064	2400	2768	2242	3451	3522
MA_RS02760	NC_003552.1	615729	616370	+	642	3147	2413	2123	1896	9357	6761
MA_RS02775	NC_003552.1	617913	618563	+	651	1734	1453	1219	1005	1852	1708
MA_RS02780	NC_003552.1	619035	620096	+	1062	619	644	583	427	913	909
MA_RS02785	NC_003552.1	620098	620394	+	297	123	133	82	70	105	102
MA_RS28040	NC_003552.1	620413	620562	+	150	97	78	67	62	86	88
MA_RS02800	NC_003552.1	622779	623399	+	621	4899	4017	3620	2626	2059	2490
MA_RS02805	NC_003552.1	624104	625717	+	1614	8706	7694	5962	5347	5137	6505
MA_RS02810	NC_003552.1	625757	626557	+	801	7664	8466	5779	4709	19874	15908
MA_RS02815	NC_003552.1	626734	626991	-	258	10449	9607	9621	7032	22897	21509
MA_RS02820	NC_003552.1	627143	627634	-	492	464	369	410	311	514	353
MA_RS02825	NC_003552.1	627701	630268	-	2568	5314	3984	3072	2450	2991	3111
MA_RS02830	NC_003552.1	630525	630926	-	402	51797	33428	19239	17606	14591	15107
MA_RS02835	NC_003552.1	631274	631561	-	288	4464	3972	3319	2389	3088	2819
MA_RS02840	NC_003552.1	631609	632430	-	822	10363	8494	9418	8082	7862	7539
MA_RS02845	NC_003552.1	633027	633491	-	465	7204	6224	5406	4589	3286	3765
MA_RS02850	NC_003552.1	633604	634320	-	717	6854	5550	5577	3729	3694	3821
MA_RS02855	NC_003552.1	634461	635216	-	756	2979	1916	1156	1194	1752	1543
MA_RS02860	NC_003552.1	635158	635793	-	636	2995	2113	1595	1557	1648	1923
MA_RS02870	NC_003552.1	636080	636565	-	486	848	791	798	339	955	1303
MA_RS02875	NC_003552.1	636723	637436	+	714	2869	2451	1435	1250	2591	2131
MA_RS02880	NC_003552.1	637433	638176	+	744	4340	3755	2544	2338	3053	2670
MA_RS02885	NC_003552.1	638399	639289	+	891	1346	1027	1110	866	583	788
MA_RS02890	NC_003552.1	639295	640392	+	1098	4367	3683	4445	3983	4520	4757
MA_RS25000	NC_003552.1	640700	644749	+	4050	4858	3670	2436	2115	2981	3253
MA_RS02905	NC_003552.1	645562	649428	+	3867	2588	2365	1863	1563	1835	2011
MA_RS26440	NC_003552.1	649767	649916	+	150	108	82	119	109	59	49
MA_RS02915	NC_003552.1	649933	650793	+	861	2581	2363	2327	1709	1917	2384
MA_RS26445	NC_003552.1	651143	651355	+	213	988	597	426	336	242	330
MA_RS29280	NC_003552.1	651359	651481	+	123	124	82	33	27	27	25
MA_RS02920	NC_003552.1	651520	652707	+	1188	4106	3142	2434	1818	1695	2611
MA_RS02925	NC_003552.1	652958	655138	+	2181	4311	3405	2503	1760	1559	3403
MA_RS02930	NC_003552.1	655226	657511	+	2286	2756	2695	1757	1306	1332	2774
MA_RS02935	NC_003552.1	657701	659947	+	2247	3328	2625	1802	1439	1348	2310
MA_RS02940	NC_003552.1	660130	660654	+	525	635	542	475	312	271	361
MA_RS02945	NC_003552.1	661627	663963	+	2337	5170	4561	2832	2398	3482	4662
MA_RS02950	NC_003552.1	664051	666390	+	2340	3802	3361	2315	1741	2423	3351
MA_RS02955	NC_003552.1	666579	667085	+	507	901	732	487	323	415	564
MA_RS02960	NC_003552.1	667157	668335	+	1179	1408	1226	958	694	1178	976
MA_RS02965	NC_003552.1	668702	669973	+	1272	2500	1912	1436	1184	1385	1499
MA_RS02970	NC_003552.1	670086	670751	+	666	1254	1200	899	716	1421	1197
MA_RS26450	NC_003552.1	671115	671363	+	249	66	64	38	36	105	68
MA_RS02975	NC_003552.1	671739	672695	+	957	7442	6051	4374	3450	3795	4279
MA_RS02980	NC_003552.1	672806	673219	+	414	1462	1240	925	453	1035	1305
MA_RS26455	NC_003552.1	673473	673733	+	261	1997	1772	1574	1042	1490	1496
MA_RS02990	NC_003552.1	674025	674435	+	411	297	364	263	151	165	174
MA_RS03000	NC_003552.1	675365	675823	+	459	383	398	261	185	219	211
MA_RS03005	NC_003552.1	676154	676576	+	423	864	792	787	570	705	767
MA_RS03010	NC_003552.1	677229	678278	+	1050	13504	10695	9923	9778	5527	8048
MA_RS03015	NC_003552.1	678275	678838	+	564	2544	2588	1934	1868	1687	2184
MA_RS03020	NC_003552.1	678843	679301	+	459	2672	3052	2770	2976	2609	3391
MA_RS03025	NC_003552.1	679496	680158	+	663	3067	3047	2583	4328	1799	2951
MA_RS03030	NC_003552.1	680300	681682	+	1383	11019	9453	7220	5876	4311	6158
MA_RS03035	NC_003552.1	681830	682804	+	975	15023	12402	11559	9745	7879	10662
MA_RS03040	NC_003552.1	683303	684220	+	918	2249	2183	1843	1642	1724	2171
MA_RS26460	NC_003552.1	684341	684592	+	252	727	887	649	541	681	699
MA_RS03050	NC_003552.1	685082	686356	+	1275	17538	16183	18658	16233	13704	19593
MA_RS03055	NC_003552.1	686420	687373	+	954	15931	11578	9923	8718	6778	9600
MA_RS03060	NC_003552.1	687412	688317	+	906	3066	2570	2020	2554	2927	3949
MA_RS03065	NC_003552.1	688317	689096	+	780	5353	3256	1983	2083	2231	2949
MA_RS03070	NC_003552.1	689174	689908	+	735	9624	7011	5338	4038	4618	4876
MA_RS03075	NC_003552.1	689908	690213	+	306	1425	1590	1592	1547	2693	2580
MA_RS03080	NC_003552.1	690641	692356	+	1716	10139	8756	9559	7711	4335	6362
MA_RS03085	NC_003552.1	692491	693603	-	1113	4250	3724	2664	3354	2719	2539
MA_RS03095	NC_003552.1	694191	695543	+	1353	17161	15193	12704	10623	11297	15237
MA_RS03100	NC_003552.1	695536	696402	+	867	6915	5344	3707	3050	3616	4159
MA_RS03105	NC_003552.1	696548	698119	+	1572	20401	17201	13051	12193	16223	19950
MA_RS03110	NC_003552.1	698285	698803	+	519	3658	3398	2675	2254	2647	3308
MA_RS03115	NC_003552.1	698883	700535	-	1653	2394	1870	1913	1555	1337	1864
MA_RS28340	NC_003552.1	700574	700741	+	168	111	101	119	71	141	141
MA_RS03125	NC_003552.1	701308	701688	+	381	28696	19489	11559	10026	11266	10858
MA_RS03130	NC_003552.1	701699	702121	+	423	15207	14615	10038	9898	12095	11413
MA_RS03135	NC_003552.1	702135	702539	+	405	17008	18380	16629	16333	15279	15699
MA_RS03140	NC_003552.1	702548	702736	+	189	741	1025	1191	1582	2209	2558
MA_RS03145	NC_003552.1	702737	702811	+	75	986	963	982	732	348	394
MA_RS03150	NC_003552.1	702924	703106	+	183	6790	5365	4577	3644	3079	4279
MA_RS03155	NC_003552.1	703179	703922	+	744	62068	51885	41226	32422	24846	35603
MA_RS03160	NC_003552.1	703991	704794	+	804	30966	24866	22535	18208	16682	23885
MA_RS03165	NC_003552.1	705010	705915	+	906	4104	3046	2412	1880	3626	4133
MA_RS03170	NC_003552.1	706015	706797	+	783	4203	3484	2247	2121	2475	3133
MA_RS03175	NC_003552.1	706801	707898	+	1098	19670	15201	14482	13002	12115	16929
MA_RS26465	NC_003552.1	709091	709231	-	141	3445	2914	1290	758	2910	4295
MA_RS03180	NC_003552.1	709310	710653	+	1344	33650	24378	25894	19961	17749	30213
MA_RS03185	NC_003552.1	710692	711657	+	966	17044	14902	15479	14056	13940	19432
MA_RS03190	NC_003552.1	711691	711909	-	219	88	88	48	73	194	155
MA_RS03195	NC_003552.1	712122	714773	-	2652	91802	79127	64978	54761	60431	69625
MA_RS03200	NC_003552.1	715092	715352	+	261	32794	30958	32800	27211	32847	36201
MA_RS03205	NC_003552.1	715547	716560	+	1014	19013	15598	9865	11483	15420	14159
MA_RS03210	NC_003552.1	716760	717413	+	654	4318	3367	2981	2345	2902	2893
MA_RS25010	NC_003552.1	717478	717903	-	426	2123	1383	1185	844	1556	1635
MA_RS03220	NC_003552.1	718050	719060	+	1011	2517	2289	1637	1190	1354	1329
MA_RS03225	NC_003552.1	719510	719581	+	72	209	137	261	306	130	94
MA_RS03230	NC_003552.1	720048	720950	-	903	891	483	516	221	825	746
MA_RS03235	NC_003552.1	721540	723159	-	1620	2406	1801	2335	1675	1544	1956
MA_RS03240	NC_003552.1	723868	724329	-	462	4388	2585	1722	1181	3026	2317
MA_RS03245	NC_003552.1	724667	725662	-	996	38449	26401	24086	12966	24888	25295
MA_RS26470	NC_003552.1	725854	726015	-	162	46	74	12	27	62	66
MA_RS03250	NC_003552.1	726052	726759	-	708	366	277	199	143	376	281
