locus_tag,old_locus_tag,current_start_pos,single_evidence_source,single_evidence_pos,gca_start,gca_agrees_with,revised_confidence
MA_RS20940,MA_4014,4926667,BLAST,4926601,4926601,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21015,MA_4027,4941117,BLAST,4941114,4941114,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21075,MA_4037,4954886,BLAST,4955012,4955123,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS21085,MA_4039,4956803,BLAST,4956806,4956806,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21120,MA_4046,4964477,BLAST,4964489,4964489,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21145,MA_4051,4970425,BLAST,4970464,4970464,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21200,MA_4063,4981808,BLAST,4981883,4981883,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21225,MA_4067,4986888,BLAST,4986879,4986879,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21235,MA_4069,4989001,BLAST,4989289,4989262,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS21245,MA_4071,4989866,BLAST,4989860,4989860,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21250,MA_4072,4990537,BLAST,4990534,4990534,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21260,MA_4074,4991487,BLAST,4991466,4991466,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21270,MA_4076,4994069,BLAST,4994078,4994078,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21375,MA_4097,5019162,BLAST,5019117,5019117,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21450,MA_4111,5033083,BLAST,5033092,5033092,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21495,MA_4121,5039654,BLAST,5039633,5039633,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21530,MA_4127,5044756,BLAST,5045044,5045044,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21610,MA_4143,5059966,BLAST,5059969,5059810,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS21620,MA_4144,5060557,BLAST,5060545,5060572,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS21625,MA_4145,5061543,BLAST,5061537,5061537,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21635,MA_4148,5063968,BLAST,5063896,5063896,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21660,MA_4151,5067457,BLAST,5067430,5067430,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21670,MA_4153,5070005,BLAST,5069975,5069987,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS21750,MA_4167,5088682,BLAST,5088676,5088676,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21765,MA_4170,5093718,BLAST,5093724,5093724,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS27665,MA_4179,5103005,BLAST,5102945,5102945,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21830,MA_4184,5108508,BLAST,5108553,5108349,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS21850,MA_4188,5113606,BLAST,5113618,5113618,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21870,MA_4190,5115181,BLAST,5115268,5115268,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS21905,MA_4196,5120525,BLAST,5120534,5120534,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22025,MA_4217,5140863,BLAST,5140854,5140854,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22050,MA_4222,5146947,BLAST,5146953,5146953,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22075,MA_4227,5151632,BLAST,5151725,5151641,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS22090,MA_4229,5153773,BLAST,5153782,5153782,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22095,MA_4230,5154824,BLAST,5154869,5154869,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22155,MA_4243,5167865,BLAST,5167874,5167874,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22185,MA_4249,5173704,BLAST,5173737,5173737,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22195,MA_4251,5174955,BLAST,5174913,5174913,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22225,MA_4257,5180281,BLAST,5180344,5180344,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22280,MA_4267,5190284,BLAST,5190293,5190293,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22310,MA_4273,5194643,BLAST,5194631,5194631,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22335,MA_4278,5199267,BLAST,5199279,5199279,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS26105,MA_4280,5202082,BLAST,5202091,5202091,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS29585,MA_4283,5204062,BLAST,5204098,5204098,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22390,MA_4290,5233948,BLAST,5233777,5233777,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22400,MA_4292,5242439,BLAST,5242331,5242475,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS22445,MA_4299,5269127,BLAST,5269112,5269112,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22510,MA_4310,5298435,BLAST,5298393,5298393,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22545,MA_4317,5318104,BLAST,5318116,5318116,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22570,MA_4321,5322153,BLAST,5322183,5322210,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS22595,MA_4326,5326341,BLAST,5326317,5326269,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS22600,MA_4327,5327491,BLAST,5327467,5327419,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS22605,MA_4328,5328637,BLAST,5328634,5328634,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22625,MA_4332,5334684,BLAST,5334693,5334693,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22640,MA_4335,5340346,BLAST,5340364,5340223,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS22665,MA_4338,5344908,BLAST,5344917,5344917,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22735,MA_4349,5355028,BLAST,5355022,5355022,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22790,MA_4357,5371992,BLAST,5372013,5372013,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22810,MA_4361,5375951,BLAST,5375972,5375972,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22830,MA_4365,5382892,BLAST,5382916,5382916,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22875,MA_4374,5392805,BLAST,5392760,5392760,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22900,MA_4379,5402478,BLAST,5402469,5402469,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22915,MA_4382,5408423,BLAST,5408234,5408234,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22920,MA_4383,5410492,BLAST,5410591,5410549,RNA-seqと一致,中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS22970,MA_4394,5422491,BLAST,5422434,5422434,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS22980,MA_4396,5426252,BLAST,5426246,5426246,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23025,MA_4404,5437758,BLAST,5437656,5437656,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23085,MA_4417,5453775,BLAST,5453799,5453799,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23090,MA_4418,5454709,BLAST,5454721,5454721,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23100,MA_4420,5456590,BLAST,5456581,5456581,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23190,MA_4438,5482556,BLAST,5482610,5482610,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23205,MA_4442,5486734,BLAST,5486695,5486695,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23210,MA_4444,5489742,BLAST,5489724,5489724,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23235,MA_4449,5496815,BLAST,5496806,5496806,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23240,MA_4450,5498846,BLAST,5498822,5498822,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23285,MA_4459,5508694,BLAST,5508763,5508763,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23290,MA_4460,5508886,BLAST,5508874,5508874,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23315,MA_4465,5516195,BLAST,5516126,5516126,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23330,MA_4469,5519140,BLAST,5519068,5519068,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23335,MA_4470,5520335,BLAST,5520323,5520323,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23400,MA_4484,5533428,BLAST,5533458,5533458,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23435,MA_4491,5537374,BLAST,5537257,5537407,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS23465,MA_4498,5541496,BLAST,5541481,5541481,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23510,MA_4506,5551633,BLAST,5551651,5551651,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23525,MA_4510,5556920,BLAST,5556926,5556926,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23540,MA_4513,5559546,BLAST,5559522,5559522,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23560,MA_4517,5563124,BLAST,5563073,5563073,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23590,MA_4523,5569478,BLAST,5569475,5569475,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23650,MA_4536,5584920,BLAST,5584971,5584971,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23655,MA_4537,5586486,BLAST,5586558,5586252,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS23660,MA_4538,5587455,BLAST,5587545,5587545,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23685,MA_4543,5592477,BLAST,5592438,5592438,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23735,MA_4553,5607346,BLAST,5607376,5607376,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23750,MA_4556,5611435,BLAST,5611474,5611474,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23810,MA_4567,5627422,BLAST,5627437,5627482,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS24880,MA_4579,5642140,BLAST,5642167,5642167,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23885,MA_4580,5642884,BLAST,5642902,5642902,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23895,MA_4581,5644192,BLAST,5644243,5644210,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS29140,MA_4589,5664559,BLAST,5664562,5664562,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS23995,MA_4598,5675625,BLAST,5675628,5675628,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24025,MA_4604,5680339,BLAST,5680330,5680345,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS24035,MA_4606,5682540,BLAST,5682534,5682534,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24050,MA_4609,5686324,BLAST,5686360,5686360,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24065,MA_4611,5688069,BLAST,5688042,5688042,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24890,MA_4619,5702285,BLAST,5702303,5702303,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24125,MA_4623,5705462,BLAST,5705540,5705582,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS24150,MA_4628,5711000,BLAST,5711030,5711030,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24165,MA_4631,5715395,BLAST,5715536,5715536,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24205,MA_4640,5726681,BLAST,5726672,5726672,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24225,MA_4644,5734280,BLAST,5734283,5734283,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24260,MA_4651,5742241,BLAST,5742193,5742193,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24280,MA_4655,5746967,BLAST,5746946,5746946,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24285,MA_4656,5747851,BLAST,5747815,5747917,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS24300,MA_4659,5750505,BLAST,5750520,5750520,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24305,MA_4660,5751244,BLAST,5751247,5751247,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
