locus_tag,old_locus_tag,gcf_start,gca_start,diff_bp,diff_codons,frame_shift_flag
MA_RS02975,MA_0566,671739,671739,0,0.0,False
MA_RS02980,MA_0567,672806,672806,0,0.0,False
MA_RS02990,MA_0569,674025,674025,0,0.0,False
MA_RS03000,MA_0571,675365,675365,0,0.0,False
MA_RS03005,MA_0572,676154,676187,-33,-11.0,False
MA_RS03010,MA_0573,677229,677229,0,0.0,False
MA_RS03015,MA_0574,678275,678275,0,0.0,False
MA_RS03020,MA_0575,678843,678825,18,6.0,False
MA_RS03025,MA_0576,679496,679496,0,0.0,False
MA_RS03030,MA_0577,680300,680300,0,0.0,False
MA_RS03035,MA_0578,681830,681830,0,0.0,False
MA_RS03040,MA_0579,683303,683303,0,0.0,False
MA_RS03050,MA_0581,685082,685082,0,0.0,False
MA_RS03055,MA_0582,686420,686420,0,0.0,False
MA_RS03060,MA_0583,687412,687382,30,10.0,False
MA_RS03065,MA_0584,688317,688317,0,0.0,False
MA_RS03070,MA_0585,689174,689174,0,0.0,False
MA_RS03075,MA_0586,689908,689908,0,0.0,False
MA_RS03080,MA_0587,690641,690617,24,8.0,False
MA_RS03085,MA_0588,693603,693603,0,0.0,False
MA_RS03095,MA_0590,694191,694191,0,0.0,False
MA_RS03100,MA_0591,695536,695452,84,28.0,False
MA_RS03105,MA_0592,696548,696548,0,0.0,False
MA_RS03110,MA_0593,698285,698285,0,0.0,False
MA_RS03115,MA_0594,700535,700535,0,0.0,False
MA_RS03125,MA_0595,701308,701272,36,12.0,False
MA_RS03130,MA_0596,701699,701690,9,3.0,False
MA_RS03135,MA_0597,702135,702135,0,0.0,False
MA_RS03140,MA_0598,702548,702548,0,0.0,False
MA_RS03150,MA_0599,702924,702924,0,0.0,False
MA_RS03155,MA_0600,703179,703179,0,0.0,False
MA_RS03160,MA_0601,703991,703991,0,0.0,False
MA_RS03165,MA_0602,705010,704998,12,4.0,False
MA_RS03170,MA_0603,706015,706015,0,0.0,False
MA_RS03175,MA_0604,706801,706801,0,0.0,False
MA_RS03180,MA_0605,709310,709310,0,0.0,False
MA_RS03185,MA_0606,710692,710683,9,3.0,False
MA_RS03190,MA_0607,711909,711909,0,0.0,False
MA_RS03195,MA_0608,714773,714773,0,0.0,False
MA_RS03200,MA_0609,715092,715092,0,0.0,False
MA_RS03205,MA_0610,715547,715547,0,0.0,False
MA_RS03210,MA_0611,716760,716754,6,2.0,False
MA_RS03220,MA_0613,718050,718050,0,0.0,False
MA_RS03230,MA_0614,720950,720950,0,0.0,False
MA_RS03235,MA_0615,723159,723159,0,0.0,False
MA_RS03240,MA_0616,724329,724329,0,0.0,False
MA_RS03245,MA_0617,725662,725662,0,0.0,False
MA_RS03260,MA_0619,727859,727859,0,0.0,False
MA_RS03265,MA_0620,730368,730311,57,19.0,False
MA_RS03270,MA_0621,734000,734000,0,0.0,False
MA_RS03275,MA_0622,734439,734439,0,0.0,False
MA_RS03280,MA_0623,735572,735572,0,0.0,False
MA_RS03295,MA_0626,737081,737183,-102,-34.0,False
MA_RS03300,MA_0627,738028,738022,6,2.0,False
MA_RS03305,MA_0628,741168,741168,0,0.0,False
MA_RS03310,MA_0629,741669,741669,0,0.0,False
MA_RS03315,MA_0630,741925,741874,51,17.0,False
MA_RS03320,MA_0631,742329,742329,0,0.0,False
MA_RS03325,MA_0633,744374,744362,12,4.0,False
MA_RS03330,MA_0634,745333,745333,0,0.0,False
MA_RS03335,MA_0635,746169,746160,9,3.0,False
MA_RS03340,MA_0636,747109,747109,0,0.0,False
MA_RS03345,MA_0637,749592,749592,0,0.0,False
MA_RS03355,MA_0638,750596,750596,0,0.0,False
MA_RS03360,MA_0639,752129,752129,0,0.0,False
MA_RS03365,MA_0640,753082,753082,0,0.0,False
MA_RS03380,MA_0641,755989,755989,0,0.0,False
MA_RS03385,MA_0642,756878,756878,0,0.0,False
MA_RS03390,MA_0644,757856,757865,9,3.0,False
MA_RS03395,MA_0645,758117,758117,0,0.0,False
MA_RS03400,MA_0646,758402,758402,0,0.0,False
MA_RS03405,MA_0647,759527,759539,12,4.0,False
MA_RS03410,MA_0648,760737,760737,0,0.0,False
MA_RS03415,MA_0649,761249,761249,0,0.0,False
MA_RS03420,MA_0650,762428,762428,0,0.0,False
MA_RS03425,MA_0651,763478,763478,0,0.0,False
MA_RS03430,MA_0652,765841,765841,0,0.0,False
MA_RS03435,MA_0653,767242,767419,-177,-59.0,False
MA_RS03440,MA_0654,770496,770547,51,17.0,False
MA_RS03445,MA_0655,771519,771537,18,6.0,False
MA_RS03450,MA_0656,771947,771938,9,3.0,False
MA_RS03455,MA_0657,773713,773713,0,0.0,False
MA_RS03460,MA_0658,774913,774904,9,3.0,False
MA_RS03465,MA_0659,776411,776384,27,9.0,False
MA_RS03470,MA_0660,777724,777724,0,0.0,False
MA_RS03475,MA_0661,778583,778583,0,0.0,False
MA_RS03480,MA_0662,779151,779127,24,8.0,False
MA_RS03485,MA_0663,779770,779761,9,3.0,False
MA_RS03490,MA_0664,780362,780353,9,3.0,False
MA_RS03495,MA_0665,781197,781197,0,0.0,False
MA_RS03500,MA_0666,782240,782240,0,0.0,False
MA_RS03505,MA_0667,783465,783480,15,5.0,False
MA_RS03515,MA_0669,785002,784990,12,4.0,False
MA_RS03525,MA_0671,786830,786830,0,0.0,False
MA_RS03530,MA_0672,787450,787438,-12,-4.0,False
MA_RS03535,MA_0673,787765,787765,0,0.0,False
MA_RS03540,MA_0674,789265,789265,0,0.0,False
MA_RS03545,MA_0675,791006,791006,0,0.0,False
MA_RS03550,MA_0676,792605,792605,0,0.0,False
MA_RS03555,MA_0677,793566,793548,18,6.0,False
MA_RS03560,MA_0678,795740,795740,0,0.0,False
MA_RS03565,MA_0679,796395,796494,99,33.0,False
MA_RS03570,MA_0680,796823,796823,0,0.0,False
MA_RS03575,MA_0681,799075,799075,0,0.0,False
MA_RS03580,MA_0682,799951,799960,9,3.0,False
MA_RS03585,MA_0683,800185,800185,0,0.0,False
MA_RS03590,MA_0684,800592,800592,0,0.0,False
MA_RS03595,MA_0685,801921,801909,12,4.0,False
MA_RS03600,MA_0687,803364,803352,12,4.0,False
MA_RS03605,MA_0688,804148,804148,0,0.0,False
MA_RS03610,MA_0689,805491,805491,0,0.0,False
MA_RS03615,MA_0690,806119,806119,0,0.0,False
MA_RS03620,MA_0691,806927,806882,45,15.0,False
MA_RS03625,MA_0692,808279,808279,0,0.0,False
MA_RS03630,MA_0693,810326,810326,0,0.0,False
MA_RS03635,MA_0694,811452,811452,0,0.0,False
MA_RS03640,MA_0695,812489,812489,0,0.0,False
MA_RS03645,MA_0696,813275,813275,0,0.0,False
MA_RS03650,MA_0697,814775,814784,9,3.0,False
MA_RS03655,MA_0698,815719,815719,0,0.0,False
MA_RS03660,MA_0699,816687,816687,0,0.0,False
MA_RS03665,MA_0700,817631,817631,0,0.0,False
MA_RS03670,MA_0701,819624,819624,0,0.0,False
MA_RS03675,MA_0702,819984,819984,0,0.0,False
MA_RS03680,MA_0703,821221,821221,0,0.0,False
MA_RS03685,MA_0704,821430,821430,0,0.0,False
MA_RS03690,MA_0705,822155,822113,42,14.0,False
MA_RS03695,MA_0706,823576,823573,3,1.0,False
MA_RS03700,MA_0707,824927,824927,0,0.0,False
MA_RS03705,MA_0708,825331,825331,0,0.0,False
MA_RS03710,MA_0709,826637,826637,0,0.0,False
MA_RS03715,MA_0710,829517,829517,0,0.0,False
MA_RS03725,MA_0711,830638,830638,0,0.0,False
MA_RS03730,MA_0712,831018,831018,0,0.0,False
MA_RS03735,MA_0713,832241,832241,0,0.0,False
MA_RS03740,MA_0714,832366,832300,66,22.0,False
MA_RS03745,MA_0715,833678,833678,0,0.0,False
MA_RS03755,MA_0717,836209,836209,0,0.0,False
MA_RS03760,MA_0718,836759,836759,0,0.0,False
MA_RS03765,MA_0719,837898,837898,0,0.0,False
MA_RS03770,MA_0720,839119,839119,0,0.0,False
MA_RS03775,MA_0721,840172,840172,0,0.0,False
MA_RS03780,MA_0722,840784,840784,0,0.0,False
MA_RS03785,MA_0723,842642,842642,0,0.0,False
MA_RS03790,MA_0724,843354,843354,0,0.0,False
MA_RS03795,MA_0725,843681,843681,0,0.0,False
MA_RS03800,MA_0726,845669,845669,0,0.0,False
MA_RS03805,MA_0727,847893,847893,0,0.0,False
MA_RS03810,MA_0728,849730,849730,0,0.0,False
MA_RS03820,MA_0729,850568,850580,12,4.0,False
MA_RS03825,MA_0730,851268,851268,0,0.0,False
MA_RS03830,MA_0731,851687,851687,0,0.0,False
MA_RS03845,MA_0734,854297,854222,75,25.0,False
MA_RS03850,MA_0735,855461,855494,33,11.0,False
MA_RS03855,MA_0736,855803,855803,0,0.0,False
MA_RS03870,MA_0739,859521,859557,36,12.0,False
MA_RS03875,MA_0740,860394,860394,0,0.0,False
MA_RS03885,MA_0743,863532,863655,123,41.0,False
MA_RS03890,MA_0744,864677,864677,0,0.0,False
MA_RS03895,MA_0745,864913,864913,0,0.0,False
MA_RS03900,MA_0746,865857,865812,45,15.0,False
MA_RS03905,MA_0747,867484,867484,0,0.0,False
MA_RS03910,MA_0748,867686,867686,0,0.0,False
MA_RS03915,MA_0749,868435,868435,0,0.0,False
MA_RS03920,MA_0750,870740,870740,0,0.0,False
MA_RS03925,MA_0751,871621,871507,114,38.0,False
MA_RS03930,MA_0752,872268,872268,0,0.0,False
MA_RS03935,MA_0753,873486,873477,9,3.0,False
MA_RS03940,MA_0754,874642,874642,0,0.0,False
MA_RS03945,MA_0755,875043,875043,0,0.0,False
MA_RS03955,MA_0757,876714,876714,0,0.0,False
MA_RS03960,MA_0758,877867,877963,-96,-32.0,False
MA_RS03965,MA_0759,881428,881428,0,0.0,False
MA_RS03975,MA_0760,885884,885884,0,0.0,False
MA_RS03980,MA_0761,887894,887882,12,4.0,False
MA_RS03985,MA_0762,890046,890046,0,0.0,False
MA_RS03990,MA_0763,896812,896848,36,12.0,False
MA_RS03995,MA_0764,897256,897175,81,27.0,False
MA_RS04000,MA_0765,897465,897465,0,0.0,False
MA_RS04005,MA_0766,897937,897937,0,0.0,False
MA_RS04010,MA_0767,898230,898230,0,0.0,False
MA_RS04015,MA_0768,898820,898814,6,2.0,False
MA_RS04020,MA_0769,900142,900142,0,0.0,False
MA_RS04030,MA_0771,902511,902556,45,15.0,False
MA_RS04040,MA_0772,904126,904126,0,0.0,False
MA_RS04045,MA_0773,905556,905556,0,0.0,False
MA_RS04050,MA_0774,906128,906128,0,0.0,False
MA_RS04055,MA_0775,907094,907094,0,0.0,False
MA_RS04060,MA_0776,907759,907759,0,0.0,False
MA_RS04070,MA_0777,910007,909998,9,3.0,False
MA_RS04075,MA_0778,911995,911995,0,0.0,False
MA_RS04080,MA_0779,912278,912278,0,0.0,False
MA_RS04085,MA_0780,914269,914269,0,0.0,False
MA_RS04090,MA_0781,914377,914377,0,0.0,False
MA_RS04095,MA_0782,916171,916171,0,0.0,False
MA_RS04100,MA_0783,917382,917292,-90,-30.0,False
MA_RS04105,MA_0784,918232,918250,18,6.0,False
MA_RS04115,MA_0787,919641,919641,0,0.0,False
MA_RS04125,MA_0790,921378,921330,48,16.0,False
MA_RS04130,MA_0791,922460,922313,147,49.0,False
MA_RS04135,MA_0792,924438,924474,36,12.0,False
MA_RS04140,MA_0793,925478,925502,24,8.0,False
MA_RS04145,MA_0794,926740,926740,0,0.0,False
MA_RS04150,MA_0795,926962,926962,0,0.0,False
MA_RS04155,MA_0796,928416,928416,0,0.0,False
MA_RS04160,MA_0797,929260,929296,36,12.0,False
MA_RS04165,MA_0798,930365,930365,0,0.0,False
MA_RS04170,MA_0799,931303,931303,0,0.0,False
MA_RS04175,MA_0800,933719,933815,96,32.0,False
MA_RS04180,MA_0802,934184,934184,0,0.0,False
MA_RS04185,MA_0803,935609,935609,0,0.0,False
MA_RS04190,MA_0804,937708,937750,42,14.0,False
MA_RS04200,MA_0805,939161,939161,0,0.0,False
MA_RS04205,MA_0806,941194,941194,0,0.0,False
MA_RS04210,MA_0807,941909,941909,0,0.0,False
MA_RS04215,MA_0808,943120,943120,0,0.0,False
MA_RS04220,MA_0809,943707,943707,0,0.0,False
MA_RS04225,MA_0810,943954,943954,0,0.0,False
MA_RS04230,MA_0811,944560,944593,33,11.0,False
MA_RS04235,MA_0812,944933,944933,0,0.0,False
MA_RS04240,MA_0813,947916,947937,21,7.0,False
MA_RS04245,MA_0814,950003,950012,9,3.0,False
MA_RS04250,MA_0815,951132,951132,0,0.0,False
MA_RS04260,MA_0818,952180,952180,0,0.0,False
MA_RS04265,MA_0819,953983,953983,0,0.0,False
MA_RS04270,MA_0820,954420,954420,0,0.0,False
MA_RS04275,MA_0821,955395,955395,0,0.0,False
MA_RS04285,MA_0822,956440,956440,0,0.0,False
MA_RS04290,MA_0823,958709,958739,30,10.0,False
MA_RS04295,MA_0824,959244,959244,0,0.0,False
MA_RS04305,MA_0826,963212,963212,0,0.0,False
MA_RS04310,MA_0827,964304,964304,0,0.0,False
MA_RS04320,MA_0829,965341,965341,0,0.0,False
MA_RS04325,MA_0830,967529,967529,0,0.0,False
MA_RS04330,MA_0831,968396,968396,0,0.0,False
MA_RS04335,MA_0832,970507,970507,0,0.0,False
MA_RS04340,MA_0833,972226,972235,9,3.0,False
MA_RS04345,MA_0834,973532,973532,0,0.0,False
MA_RS04350,MA_0835,973993,973993,0,0.0,False
MA_RS04365,MA_0837,976697,976697,0,0.0,False
MA_RS04370,MA_0838,977515,977530,15,5.0,False
MA_RS04380,MA_0840,979079,979079,0,0.0,False
MA_RS04385,MA_0841,980748,980700,48,16.0,False
MA_RS04390,MA_0842,981636,981636,0,0.0,False
MA_RS04395,MA_0843,982633,982543,90,30.0,False
MA_RS04400,MA_0844,983574,983574,0,0.0,False
MA_RS04405,MA_0845,985457,985439,18,6.0,False
MA_RS04410,MA_0846,986446,986446,0,0.0,False
MA_RS04415,MA_0847,987383,987278,105,35.0,False
MA_RS04420,MA_0848,989232,989232,0,0.0,False
MA_RS04425,MA_0849,990883,990883,0,0.0,False
MA_RS04440,MA_0852,1008478,1008478,0,0.0,False
MA_RS04445,MA_0853,1009398,1009419,21,7.0,False
MA_RS04450,MA_0854,1009640,1009601,39,13.0,False
MA_RS04460,MA_0856,1013631,1013631,0,0.0,False
MA_RS04465,MA_0857,1015928,1015874,-54,-18.0,False
MA_RS04470,MA_0858,1018281,1018299,18,6.0,False
MA_RS04475,MA_0859,1020910,1020928,18,6.0,False
MA_RS04480,MA_0860,1021409,1021409,0,0.0,False
MA_RS04485,MA_0861,1021908,1021878,30,10.0,False
MA_RS04490,MA_0862,1024522,1024522,0,0.0,False
MA_RS04495,MA_0863,1026891,1026891,0,0.0,False
MA_RS04510,MA_0866,1028464,1028464,0,0.0,False
MA_RS04515,MA_0867,1030539,1030539,0,0.0,False
MA_RS04520,MA_0868,1031306,1031312,6,2.0,False
MA_RS04525,MA_0869,1032196,1032196,0,0.0,False
MA_RS04530,MA_0870,1034123,1034147,24,8.0,False
MA_RS04535,MA_0871,1035734,1035809,75,25.0,False
MA_RS04540,MA_0872,1039659,1039659,0,0.0,False
MA_RS04545,MA_0873,1041381,1041381,0,0.0,False
MA_RS04550,MA_0874,1042909,1042909,0,0.0,False
MA_RS04555,MA_0875,1043542,1043542,0,0.0,False
MA_RS04560,MA_0876,1043905,1043905,0,0.0,False
MA_RS04565,MA_0877,1045683,1045683,0,0.0,False
MA_RS04570,MA_0878,1048803,1048803,0,0.0,False
MA_RS04575,MA_0879,1049737,1049737,0,0.0,False
MA_RS04580,MA_0880,1050588,1050570,-18,-6.0,False
MA_RS04595,MA_0882,1055828,1055828,0,0.0,False
MA_RS04600,MA_0883,1057406,1057406,0,0.0,False
MA_RS04605,MA_0884,1058343,1058322,21,7.0,False
MA_RS04610,MA_0885,1060666,1060660,6,2.0,False
MA_RS04615,MA_0886,1063818,1063818,0,0.0,False
MA_RS04620,MA_0887,1064522,1064492,30,10.0,False
MA_RS04625,MA_0888,1065477,1065477,0,0.0,False
MA_RS04630,MA_0889,1066370,1066370,0,0.0,False
MA_RS04635,MA_0890,1067344,1067344,0,0.0,False
MA_RS04640,MA_0891,1068127,1068127,0,0.0,False
MA_RS04645,MA_0892,1069061,1069061,0,0.0,False
MA_RS04650,MA_0893,1071044,1071044,0,0.0,False
MA_RS04655,MA_0894,1071829,1071829,0,0.0,False
MA_RS04660,MA_0895,1072160,1072166,6,2.0,False
MA_RS04680,MA_0901,1079521,1079521,0,0.0,False
MA_RS04685,MA_0902,1080471,1080450,-21,-7.0,False
MA_RS04690,MA_0903,1080876,1080876,0,0.0,False
MA_RS04695,MA_0904,1082313,1082322,9,3.0,False
MA_RS04700,MA_0905,1082474,1082411,63,21.0,False
MA_RS04710,MA_0908,1085862,1085862,0,0.0,False
MA_RS04715,MA_0909,1086700,1086700,0,0.0,False
MA_RS04720,MA_0910,1088846,1088837,9,3.0,False
MA_RS04725,MA_0911,1090528,1090528,0,0.0,False
MA_RS04730,MA_0912,1090906,1091029,123,41.0,False
MA_RS04735,MA_0913,1091615,1091615,0,0.0,False
MA_RS04740,MA_0914,1092417,1092387,30,10.0,False
MA_RS04745,MA_0915,1095143,1095143,0,0.0,False
MA_RS04750,MA_0916,1095992,1095992,0,0.0,False
MA_RS04755,MA_0917,1096558,1096546,12,4.0,False
MA_RS04760,MA_0918,1099403,1099403,0,0.0,False
MA_RS04765,MA_0919,1100187,1100187,0,0.0,False
MA_RS04770,MA_0920,1100861,1100897,36,12.0,False
MA_RS04775,MA_0921,1102056,1102089,33,11.0,False
MA_RS04780,MA_0922,1102634,1102634,0,0.0,False
MA_RS04785,MA_0923,1103181,1103181,0,0.0,False
MA_RS04790,MA_0924,1103632,1103632,0,0.0,False
MA_RS04795,MA_0925,1104205,1104181,24,8.0,False
MA_RS04800,MA_0926,1106335,1106335,0,0.0,False
MA_RS04805,MA_0927,1106736,1106736,0,0.0,False
MA_RS04810,MA_0928,1107970,1107970,0,0.0,False
MA_RS04820,MA_0931,1109794,1109794,0,0.0,False
MA_RS04845,MA_0934,1113955,1113961,6,2.0,False
MA_RS04855,MA_0935,1114790,1114805,15,5.0,False
MA_RS04860,MA_0936,1115871,1115871,0,0.0,False
MA_RS04865,MA_0937,1116582,1116582,0,0.0,False
MA_RS04870,MA_0938,1117239,1117239,0,0.0,False
MA_RS04875,MA_0939,1118060,1118060,0,0.0,False
MA_RS04880,MA_0940,1118620,1118629,9,3.0,False
MA_RS04890,MA_0941,1119868,1119868,0,0.0,False
MA_RS04895,MA_0942,1121355,1121355,0,0.0,False
MA_RS04900,MA_0943,1121827,1121827,0,0.0,False
MA_RS04905,MA_0944,1124670,1124727,57,19.0,False
MA_RS04920,MA_0946,1125765,1125765,0,0.0,False
MA_RS04925,MA_0947,1126372,1126354,18,6.0,False
MA_RS04930,MA_0948,1127122,1127122,0,0.0,False
MA_RS04935,MA_0949,1128668,1128668,0,0.0,False
MA_RS04940,MA_0950,1130084,1130081,-3,-1.0,False
MA_RS04945,MA_0951,1131151,1131151,0,0.0,False
MA_RS04950,MA_0952,1132378,1132378,0,0.0,False
MA_RS04955,MA_0953,1133958,1134066,108,36.0,False
MA_RS04960,MA_0954,1135282,1135282,0,0.0,False
MA_RS04965,MA_0955,1137348,1137348,0,0.0,False
MA_RS04970,MA_0956,1137918,1137918,0,0.0,False
MA_RS04980,MA_0958,1142634,1142634,0,0.0,False
MA_RS04985,MA_0959,1143764,1143764,0,0.0,False
MA_RS04995,MA_0961,1147403,1147403,0,0.0,False
MA_RS05000,MA_0962,1149639,1149639,0,0.0,False
MA_RS05005,MA_0963,1150728,1150728,0,0.0,False
MA_RS05015,MA_0964,1151312,1151300,12,4.0,False
MA_RS05020,MA_0965,1152290,1152290,0,0.0,False
MA_RS05040,MA_0968,1154663,1154663,0,0.0,False
MA_RS05045,MA_0969,1155621,1155555,66,22.0,False
MA_RS05055,MA_0971,1160659,1160659,0,0.0,False
MA_RS05060,MA_0972,1160915,1160900,15,5.0,False
MA_RS05070,MA_0973,1163445,1163445,0,0.0,False
MA_RS05075,MA_0974,1165169,1165169,0,0.0,False
MA_RS05080,MA_0975,1165686,1165692,-6,-2.0,False
MA_RS05085,MA_0976,1167069,1167069,0,0.0,False
MA_RS05090,MA_0977,1167535,1167553,-18,-6.0,False
MA_RS05095,MA_0978,1168352,1168352,0,0.0,False
MA_RS05100,MA_0979,1170885,1170885,0,0.0,False
MA_RS05105,MA_0980,1172284,1172284,0,0.0,False
MA_RS05115,MA_0981,1172985,1172985,0,0.0,False
MA_RS05125,MA_0982,1173882,1173873,9,3.0,False
MA_RS05140,MA_0984,1175397,1175397,0,0.0,False
MA_RS05145,MA_0986,1178389,1178383,6,2.0,False
MA_RS05155,MA_0987,1179874,1179874,0,0.0,False
MA_RS05160,MA_0988,1181283,1181337,54,18.0,False
MA_RS05165,MA_0989,1181616,1181616,0,0.0,False
MA_RS05170,MA_0990,1183333,1183333,0,0.0,False
MA_RS05175,MA_0991,1184234,1184174,-60,-20.0,False
MA_RS05185,MA_0993,1185696,1185696,0,0.0,False
MA_RS05190,MA_0994,1186691,1186691,0,0.0,False
MA_RS05195,MA_0995,1187129,1187126,3,1.0,False
MA_RS05200,MA_0996,1188064,1188064,0,0.0,False
MA_RS05210,MA_0999,1190771,1190771,0,0.0,False
MA_RS05225,MA_1001,1194679,1194691,12,4.0,False
MA_RS05230,MA_1002,1195106,1195106,0,0.0,False
MA_RS05240,MA_1003,1196654,1196654,0,0.0,False
MA_RS05250,MA_1004,1198131,1198131,0,0.0,False
MA_RS05255,MA_1005,1199625,1199625,0,0.0,False
MA_RS05260,MA_1006,1200259,1200259,0,0.0,False
MA_RS05265,MA_1007,1201578,1201578,0,0.0,False
MA_RS05270,MA_1008,1202909,1202909,0,0.0,False
MA_RS05275,MA_1009,1205464,1205464,0,0.0,False
MA_RS05285,MA_1011,1207513,1207513,0,0.0,False
MA_RS05290,MA_1012,1208827,1208827,0,0.0,False
MA_RS05295,MA_1013,1209825,1209762,-63,-21.0,False
MA_RS05300,MA_1014,1211290,1211290,0,0.0,False
MA_RS05305,MA_1015,1211827,1211827,0,0.0,False
MA_RS05310,MA_1016,1214250,1214250,0,0.0,False
MA_RS05325,MA_1018,1218959,1218959,0,0.0,False
MA_RS05330,MA_1019,1220592,1220592,0,0.0,False
MA_RS05335,MA_1020,1222293,1222293,0,0.0,False
MA_RS05340,MA_1021,1222800,1222800,0,0.0,False
MA_RS05345,MA_1022,1223996,1223981,15,5.0,False
MA_RS05350,MA_1023,1225795,1225795,0,0.0,False
MA_RS05360,MA_1027,1228492,1228492,0,0.0,False
MA_RS05365,MA_1028,1228753,1228753,0,0.0,False
MA_RS05370,MA_1029,1230212,1230212,0,0.0,False
MA_RS05375,MA_1030,1231307,1231274,33,11.0,False
MA_RS05380,MA_1031,1232572,1232572,0,0.0,False
MA_RS05385,MA_1032,1233847,1233847,0,0.0,False
MA_RS05390,MA_1033,1235254,1235296,42,14.0,False
MA_RS05395,MA_1034,1235803,1235803,0,0.0,False
MA_RS05410,MA_1038,1238301,1238301,0,0.0,False
MA_RS05430,MA_1042,1243245,1243245,0,0.0,False
MA_RS05435,MA_1043,1244822,1244822,0,0.0,False
MA_RS05440,MA_1045,1248389,1248389,0,0.0,False
MA_RS05470,MA_1049,1252886,1252886,0,0.0,False
MA_RS05485,MA_1053,1255168,1255168,0,0.0,False
MA_RS05490,MA_1054,1256865,1256865,0,0.0,False
MA_RS05495,MA_1055,1260984,1260984,0,0.0,False
MA_RS05505,MA_1057,1261729,1261729,0,0.0,False
MA_RS05520,MA_1059,1267617,1267626,9,3.0,False
MA_RS05525,MA_1060,1269998,1269998,0,0.0,False
MA_RS05530,MA_1061,1271657,1271666,9,3.0,False
MA_RS05535,MA_1062,1272832,1272832,0,0.0,False
MA_RS05540,MA_1063,1274172,1274172,0,0.0,False
MA_RS05545,MA_1064,1275240,1275240,0,0.0,False
MA_RS05550,MA_1065,1275986,1275986,0,0.0,False
MA_RS05555,MA_1066,1276759,1276759,0,0.0,False
MA_RS05570,MA_1068,1280232,1280238,6,2.0,False
MA_RS05575,MA_1069,1281584,1281329,255,85.0,False
MA_RS05580,MA_1070,1283295,1283295,0,0.0,False
MA_RS05585,MA_1071,1284710,1284710,0,0.0,False
MA_RS05595,MA_1072,1285985,1285985,0,0.0,False
MA_RS05600,MA_1073,1287005,1287005,0,0.0,False
MA_RS05605,MA_1074,1287763,1287763,0,0.0,False
MA_RS05610,MA_1075,1288022,1288022,0,0.0,False
MA_RS05615,MA_1076,1288754,1288754,0,0.0,False
MA_RS05620,MA_1077,1289176,1289176,0,0.0,False
MA_RS05625,MA_1078,1289632,1289632,0,0.0,False
MA_RS05630,MA_1079,1290588,1290588,0,0.0,False
MA_RS05635,MA_1080,1290781,1290781,0,0.0,False
MA_RS05640,MA_1081,1291118,1291118,0,0.0,False
MA_RS05645,MA_1082,1291444,1291444,0,0.0,False
MA_RS05650,MA_1083,1291853,1291844,9,3.0,False
MA_RS05655,MA_1084,1292217,1292217,0,0.0,False
MA_RS05660,MA_1085,1292929,1292929,0,0.0,False
MA_RS05665,MA_1086,1293427,1293427,0,0.0,False
MA_RS05670,MA_1087,1293590,1293590,0,0.0,False
MA_RS05675,MA_1088,1293997,1293997,0,0.0,False
MA_RS05680,MA_1089,1294539,1294530,9,3.0,False
MA_RS05685,MA_1090,1295017,1295017,0,0.0,False
MA_RS05690,MA_1091,1295489,1295489,0,0.0,False
MA_RS05695,MA_1092,1296023,1296023,0,0.0,False
MA_RS05700,MA_1093,1296654,1296654,0,0.0,False
MA_RS05705,MA_1094,1297126,1297126,0,0.0,False
MA_RS05710,MA_1095,1297691,1297691,0,0.0,False
MA_RS05715,MA_1096,1299259,1299259,0,0.0,False
MA_RS05720,MA_1097,1300099,1300084,15,5.0,False
MA_RS05725,MA_1098,1300970,1300970,0,0.0,False
MA_RS05730,MA_1100,1303281,1303281,0,0.0,False
MA_RS05735,MA_1101,1304091,1304091,0,0.0,False
MA_RS05740,MA_1102,1304760,1304760,0,0.0,False
MA_RS05745,MA_1103,1306088,1306088,0,0.0,False
MA_RS05750,MA_1104,1306708,1306708,0,0.0,False
MA_RS05755,MA_1105,1307563,1307563,0,0.0,False
MA_RS05765,MA_1106,1309343,1309343,0,0.0,False
MA_RS05770,MA_1107,1310037,1309983,54,18.0,False
MA_RS05775,MA_1108,1312030,1311970,60,20.0,False
MA_RS05780,MA_1109,1312542,1312542,0,0.0,False
MA_RS05785,MA_1110,1313201,1313201,0,0.0,False
MA_RS05800,MA_1114,1318083,1318083,0,0.0,False
MA_RS05810,MA_1116,1319865,1319865,0,0.0,False
MA_RS05825,MA_1117,1320776,1320776,0,0.0,False
MA_RS05830,MA_1118,1323128,1323128,0,0.0,False
MA_RS05835,MA_1119,1324597,1324597,0,0.0,False
MA_RS05840,MA_1120,1325545,1325545,0,0.0,False
