locus_tag,old_locus_tag,old_locus_tag_all,gene_name,gene_biotype,seqid,start,end,strand
MA_RS01360,MA0255,"MA0255,MA_0255",MA_RS01360,protein_coding,NC_003552.1,309318,310061,+
MA_RS01365,MA0256,"MA0256,MA_0256",MA_RS01365,protein_coding,NC_003552.1,310333,311271,+
MA_RS24930,,,MA_RS24930,protein_coding,NC_003552.1,311375,311551,+
MA_RS01370,MA0257,"MA0257,MA_0257",tnpA,protein_coding,NC_003552.1,311592,311987,-
MA_RS01375,MA0258,"MA0258,MA_0258",tnpB,protein_coding,NC_003552.1,312034,313146,+
MA_RS29250,,,MA_RS29250,protein_coding,NC_003552.1,313483,313608,+
MA_RS01380,MA0259,"MA0259,MA_0259",MA_RS01380,protein_coding,NC_003552.1,313800,314696,-
MA_RS01385,MA0260,"MA0260,MA_0260",MA_RS01385,protein_coding,NC_003552.1,315578,316501,+
MA_RS01390,MA0261,"MA0261,MA_0261",thiC,protein_coding,NC_003552.1,316983,318230,+
MA_RS01395,MA0262,"MA0262,MA_0262",MA_RS01395,protein_coding,NC_003552.1,318584,319666,-
MA_RS01400,MAt4687,MAt4687,MA_RS01400,tRNA,NC_003552.1,320209,320282,-
MA_RS01405,MA0263,"MA0263,MA_0263",MA_RS01405,protein_coding,NC_003552.1,320466,321026,+
MA_RS01410,MA0264,"MA0264,MA_0264",MA_RS01410,protein_coding,NC_003552.1,321289,321900,+
MA_RS01415,MA0265,"MA0265,MA_0265",MA_RS01415,protein_coding,NC_003552.1,322186,322626,+
MA_RS01420,MA0266,"MA0266,MA_0266",MA_RS01420,protein_coding,NC_003552.1,322988,324490,+
MA_RS01425,MA0267,"MA0267,MA_0267",MA_RS01425,protein_coding,NC_003552.1,324585,325715,-
MA_RS01430,MA0269,"MA0269,MA_0269",mtrH,protein_coding,NC_003552.1,327079,328029,-
MA_RS01435,MA0270,"MA0270,MA_0270",mtrG,protein_coding,NC_003552.1,328042,328263,-
MA_RS01440,MA0271,"MA0271,MA_0271",mtrF,protein_coding,NC_003552.1,328281,328505,-
MA_RS01445,MA0272,"MA0272,MA_0272",mtrA,protein_coding,NC_003552.1,328505,329227,-
MA_RS01450,MA0273,"MA0273,MA_0273",MA_RS01450,protein_coding,NC_003552.1,329229,329555,-
MA_RS01455,MA0274,"MA0274,MA_0274",mtrC,protein_coding,NC_003552.1,329552,330355,-
MA_RS01460,MA0275,"MA0275,MA_0275",mtrD,protein_coding,NC_003552.1,330358,331107,-
MA_RS01465,MA0276,"MA0276,MA_0276",mtrE,protein_coding,NC_003552.1,331104,332018,-
MA_RS01475,MA0277,"MA0277,MA_0277",MA_RS01475,protein_coding,NC_003552.1,332799,333605,+
MA_RS01480,MA0278,"MA0278,MA_0278",MA_RS01480,protein_coding,NC_003552.1,333941,334498,+
MA_RS01485,MA0279,"MA0279,MA_0279",MA_RS01485,protein_coding,NC_003552.1,334718,336637,-
MA_RS01490,MA0280,"MA0280,MA_0280",wtpA,protein_coding,NC_003552.1,337091,338149,+
MA_RS01495,MA0281,"MA0281,MA_0281",MA_RS01495,protein_coding,NC_003552.1,338264,339082,+
MA_RS01500,MA0282,"MA0282,MA_0282",MA_RS01500,protein_coding,NC_003552.1,339069,340115,+
MA_RS01505,MA0283,"MA0283,MA_0283",MA_RS01505,protein_coding,NC_003552.1,340130,340717,+
MA_RS01510,MA0284,"MA0284,MA_0284",MA_RS01510,protein_coding,NC_003552.1,340889,341950,-
MA_RS01515,MA0285,"MA0285,MA_0285",MA_RS01515,protein_coding,NC_003552.1,341943,343088,-
MA_RS01520,MA0286,"MA0286,MA_0286",MA_RS01520,protein_coding,NC_003552.1,343085,345346,-
MA_RS01525,MA0287,"MA0287,MA_0287",MA_RS01525,protein_coding,NC_003552.1,345679,346452,+
MA_RS01530,MA0288,"MA0288,MA_0288",MA_RS01530,protein_coding,NC_003552.1,346711,347997,+
MA_RS01535,MA0289,"MA0289,MA_0289",MA_RS01535,protein_coding,NC_003552.1,348379,349038,+
MA_RS01540,MA0290,"MA0290,MA_0290",MA_RS01540,protein_coding,NC_003552.1,349120,349443,+
MA_RS01545,MA0291,"MA0291,MA_0291",MA_RS01545,protein_coding,NC_003552.1,349474,349764,-
MA_RS01550,MA0292,"MA0292,MA_0292",MA_RS01550,protein_coding,NC_003552.1,349803,350108,-
MA_RS01555,MA0293,"MA0293,MA_0293",MA_RS01555,protein_coding,NC_003552.1,350298,350555,+
MA_RS01560,MA0294,"MA0294,MA_0294",MA_RS01560,protein_coding,NC_003552.1,350802,351662,+
MA_RS01565,MA0295,"MA0295,MA_0295",MA_RS01565,protein_coding,NC_003552.1,351805,352455,+
MA_RS01570,MA0296,"MA0296,MA_0296",MA_RS01570,protein_coding,NC_003552.1,353792,354220,+
MA_RS01575,MA0297,"MA0297,MA_0297",MA_RS01575,protein_coding,NC_003552.1,354499,355260,-
MA_RS01580,MA0298,"MA0298,MA_0298",MA_RS01580,protein_coding,NC_003552.1,355257,355964,-
MA_RS01585,MA0299,"MA0299,MA_0299",MA_RS01585,protein_coding,NC_003552.1,355940,356881,-
MA_RS01590,MA0300,"MA0300,MA_0300",MA_RS01590,protein_coding,NC_003552.1,356878,357780,-
MA_RS01595,MA0301,"MA0301,MA_0301",MA_RS01595,protein_coding,NC_003552.1,357785,358726,-
MA_RS01600,MA0302,"MA0302,MA_0302",MA_RS01600,protein_coding,NC_003552.1,358852,360492,-
MA_RS01605,MA0303,"MA0303,MA_0303",MA_RS01605,protein_coding,NC_003552.1,360522,361289,-
MA_RS26400,,,MA_RS26400,protein_coding,NC_003552.1,361696,361842,-
MA_RS01620,MA0304,"MA0304,MA_0304",MA_RS01620,protein_coding,NC_003552.1,362830,363399,+
MA_RS01625,MA0305,"MA0305,MA_0305",MA_RS01625,protein_coding,NC_003552.1,363418,364458,+
MA_RS01630,MA0306,"MA0306,MA_0306",MA_RS01630,protein_coding,NC_003552.1,364459,366213,+
MA_RS01635,MA0307,"MA0307,MA_0307",MA_RS01635,protein_coding,NC_003552.1,366218,367084,+
MA_RS01640,MA0308,"MA0308,MA_0308",MA_RS01640,protein_coding,NC_003552.1,367095,367484,+
MA_RS01645,MA0309,"MA0309,MA_0309",MA_RS01645,protein_coding,NC_003552.1,367487,368788,+
MA_RS01650,MA0310,"MA0310,MA_0310",MA_RS01650,protein_coding,NC_003552.1,369250,370296,+
MA_RS01655,MA0311,"MA0311,MA_0311",MA_RS01655,protein_coding,NC_003552.1,370777,371526,+
MA_RS01660,,,MA_RS01660,protein_coding,NC_003552.1,372184,372411,-
MA_RS01665,MA0313,"MA0313,MA_0313",MA_RS01665,protein_coding,NC_003552.1,372564,373571,-
MA_RS01670,MA0314,"MA0314,MA_0314",MA_RS01670,protein_coding,NC_003552.1,373760,374464,-
MA_RS01675,MA0315,"MA0315,MA_0315",MA_RS01675,protein_coding,NC_003552.1,375115,376125,+
MA_RS01680,MA0316,"MA0316,MA_0316",purN,protein_coding,NC_003552.1,376216,376830,+
MA_RS01700,MA0320,"MA0320,MA_0320",MA_RS01700,protein_coding,NC_003552.1,378649,379041,+
MA_RS01705,MA0321,"MA0321,MA_0321",MA_RS01705,protein_coding,NC_003552.1,379094,380020,-
MA_RS01710,MA0322,"MA0322,MA_0322",MA_RS01710,protein_coding,NC_003552.1,380046,380837,-
MA_RS01715,MA0323,"MA0323,MA_0323",MA_RS01715,protein_coding,NC_003552.1,380961,382022,-
MA_RS01720,MA0324,"MA0324,MA_0324",MA_RS01720,protein_coding,NC_003552.1,382019,382879,-
MA_RS01725,MA0325,"MA0325,MA_0325",modA,protein_coding,NC_003552.1,382867,383682,-
MA_RS01730,MA0326,"MA0326,MA_0326",MA_RS01730,protein_coding,NC_003552.1,383857,384498,-
MA_RS01735,MA0327,"MA0327,MA_0327",MA_RS01735,protein_coding,NC_003552.1,384571,385146,-
MA_RS01740,MA0328,"MA0328,MA_0328",MA_RS01740,protein_coding,NC_003552.1,385182,385754,-
MA_RS01745,MA0329,"MA0329,MA_0329",MA_RS01745,protein_coding,NC_003552.1,385916,386206,-
MA_RS01750,MA0330,"MA0330,MA_0330",MA_RS01750,protein_coding,NC_003552.1,386302,386826,-
MA_RS01755,MA0331,"MA0331,MA_0331",MA_RS01755,protein_coding,NC_003552.1,386898,387662,-
MA_RS01760,MA0332,"MA0332,MA_0332",MA_RS01760,protein_coding,NC_003552.1,387918,388475,-
MA_RS01765,MA0333,"MA0333,MA_0333",MA_RS01765,protein_coding,NC_003552.1,388736,389119,+
MA_RS01770,MA0334,"MA0334,MA_0334",MA_RS01770,protein_coding,NC_003552.1,389165,390565,-
MA_RS01775,MA0335,"MA0335,MA_0335",MA_RS01775,protein_coding,NC_003552.1,391064,393439,+
MA_RS01780,MA0336,"MA0336,MA_0336",MA_RS01780,protein_coding,NC_003552.1,393609,396260,-
MA_RS01785,MA0337,"MA0337,MA_0337",MA_RS01785,protein_coding,NC_003552.1,397092,397532,+
MA_RS01790,MA0338,"MA0338,MA_0338",MA_RS01790,protein_coding,NC_003552.1,397635,398663,+
MA_RS01795,MA0339,"MA0339,MA_0339",MA_RS01795,protein_coding,NC_003552.1,398698,399663,+
MA_RS01800,MA0340,"MA0340,MA_0340",MA_RS01800,protein_coding,NC_003552.1,399660,400670,+
MA_RS01805,MA0341,"MA0341,MA_0341",MA_RS01805,protein_coding,NC_003552.1,400671,401354,+
MA_RS01810,MA0342,"MA0342,MA_0342",MA_RS01810,protein_coding,NC_003552.1,401436,401951,-
MA_RS01815,MA0343,"MA0343,MA_0343",MA_RS01815,protein_coding,NC_003552.1,402530,403219,+
MA_RS01820,MA0344,"MA0344,MA_0344",MA_RS01820,protein_coding,NC_003552.1,403216,403845,+
MA_RS01825,MA0345,"MA0345,MA_0345",MA_RS01825,protein_coding,NC_003552.1,403871,404266,+
MA_RS01830,MA0346,"MA0346,MA_0346",MA_RS01830,protein_coding,NC_003552.1,404536,409737,+
MA_RS01840,MA0348,"MA0348,MA_0348",MA_RS01840,protein_coding,NC_003552.1,410767,416304,+
MA_RS29255,,,MA_RS29255,protein_coding,NC_003552.1,416955,417077,+
MA_RS01850,MA0351,"MA0351,MA_0351",MA_RS01850,protein_coding,NC_003552.1,418633,419550,-
MA_RS01855,MA0352,"MA0352,MA_0352",MA_RS01855,protein_coding,NC_003552.1,419579,421036,-
MA_RS28285,MA_0353,MA_0353,MA_RS28285,protein_coding,NC_003552.1,421754,422128,-
MA_RS28290,MA_0354,MA_0354,MA_RS28290,protein_coding,NC_003552.1,422044,422331,-
MA_RS01870,MA0356,"MA0356,MA_0356",MA_RS01870,protein_coding,NC_003552.1,422982,423671,-
MA_RS01875,MA0357,"MA0357,MA_0357",MA_RS01875,protein_coding,NC_003552.1,423880,424020,-
MA_RS29260,,,MA_RS29260,protein_coding,NC_003552.1,424113,424244,-
MA_RS01880,,,MA_RS01880,protein_coding,NC_003552.1,424241,424459,-
MA_RS01885,MA0359,"MA0359,MA_0359",MA_RS01885,protein_coding,NC_003552.1,425043,425420,-
MA_RS01895,MA0360,"MA0360,MA_0360",MA_RS01895,protein_coding,NC_003552.1,426809,427939,-
MA_RS29685,,,MA_RS29685,protein_coding,NC_003552.1,428033,428134,-
MA_RS01900,MA0361,"MA0361,MA_0361",MA_RS01900,protein_coding,NC_003552.1,428185,428664,-
MA_RS01905,MA0362,"MA0362,MA_0362",MA_RS01905,protein_coding,NC_003552.1,428833,430029,-
MA_RS01910,MA0363,"MA0363,MA_0363",MA_RS01910,protein_coding,NC_003552.1,430382,430861,-
MA_RS01915,MA0364,"MA0364,MA_0364",MA_RS01915,protein_coding,NC_003552.1,430918,431496,-
MA_RS01920,MA0365,"MA0365,MA_0365",MA_RS01920,protein_coding,NC_003552.1,431771,432943,-
MA_RS01925,MA0366,"MA0366,MA_0366",MA_RS01925,protein_coding,NC_003552.1,432966,433868,-
MA_RS01930,MA0367,"MA0367,MA_0367",MA_RS01930,protein_coding,NC_003552.1,433861,434928,-
MA_RS01935,MA0368,"MA0368,MA_0368",MA_RS01935,protein_coding,NC_003552.1,435159,435737,-
MA_RS01940,MA0369,"MA0369,MA_0369",larC,protein_coding,NC_003552.1,435971,436552,-
MA_RS01945,MA0370,"MA0370,MA_0370",MA_RS01945,protein_coding,NC_003552.1,436699,438486,-
MA_RS01950,MA0372,"MA0372,MA_0372",pyrH,protein_coding,NC_003552.1,438790,439491,+
MA_RS01955,MA0373,"MA0373,MA_0373",MA_RS01955,protein_coding,NC_003552.1,439678,440862,+
MA_RS01960,MA0374,"MA0374,MA_0374",MA_RS01960,protein_coding,NC_003552.1,440932,442047,+
MA_RS01965,MA0375,"MA0375,MA_0375",MA_RS01965,protein_coding,NC_003552.1,442147,442428,+
MA_RS01970,MA0376,"MA0376,MA_0376",MA_RS01970,protein_coding,NC_003552.1,442416,442679,+
MA_RS01975,MA0377,"MA0377,MA_0377",MA_RS01975,protein_coding,NC_003552.1,442881,443597,+
MA_RS01980,MA0378,"MA0378,MA_0378",MA_RS01980,protein_coding,NC_003552.1,443685,444149,-
MA_RS01985,MA0379,"MA0379,MA_0379",MA_RS01985,protein_coding,NC_003552.1,444213,445136,-
MA_RS01990,MA0380,"MA0380,MA_0380",MA_RS01990,protein_coding,NC_003552.1,445215,446003,-
MA_RS02000,MA0381,"MA0381,MA_0381",MA_RS02000,protein_coding,NC_003552.1,447488,447997,+
MA_RS02005,MA0382,"MA0382,MA_0382",tsaA,protein_coding,NC_003552.1,447990,448427,+
MA_RS02010,MA0383,"MA0383,MA_0383",MA_RS02010,protein_coding,NC_003552.1,448684,453072,-
MA_RS02015,MA0384,"MA0384,MA_0384",cobN,protein_coding,NC_003552.1,453449,457996,-
MA_RS02025,MA0385,"MA0385,MA_0385",cobN,protein_coding,NC_003552.1,458726,464422,-
MA_RS02030,MA0386,"MA0386,MA_0386",MA_RS02030,protein_coding,NC_003552.1,465002,469318,-
MA_RS02035,MA0387,"MA0387,MA_0387",zupT,protein_coding,NC_003552.1,469736,470503,-
MA_RS02040,MA0388,"MA0388,MA_0388",MA_RS02040,protein_coding,NC_003552.1,470816,472120,-
MA_RS02045,MA0389,"MA0389,MA_0389",MA_RS02045,protein_coding,NC_003552.1,472290,472499,+
MA_RS02050,,,MA_RS02050,protein_coding,NC_003552.1,472723,472959,-
MA_RS02055,,,MA_RS02055,protein_coding,NC_003552.1,474240,474614,+
MA_RS02060,,,MA_RS02060,protein_coding,NC_003552.1,474915,475265,+
MA_RS02065,,,MA_RS02065,protein_coding,NC_003552.1,475284,475463,+
MA_RS02070,MA0393,"MA0393,MA_0393",cbiQ,protein_coding,NC_003552.1,475733,476515,+
MA_RS02075,MA0394,"MA0394,MA_0394",MA_RS02075,protein_coding,NC_003552.1,476549,477874,+
MA_RS24965,,,MA_RS24965,protein_coding,NC_003552.1,478141,478272,+
MA_RS26415,,,MA_RS26415,protein_coding,NC_003552.1,478251,478406,+
MA_RS28135,MA_0396,MA_0396,MA_RS28135,protein_coding,NC_003552.1,478454,478798,+
MA_RS02090,MA0398,"MA0398,MA_0398",MA_RS02090,protein_coding,NC_003552.1,481091,481441,+
MA_RS02100,MA0399,"MA0399,MA_0399",MA_RS02100,protein_coding,NC_003552.1,482086,483003,+
MA_RS02105,MA0400,"MA0400,MA_0400",MA_RS02105,protein_coding,NC_003552.1,483000,483875,+
MA_RS02110,MA0401,"MA0401,MA_0401",MA_RS02110,protein_coding,NC_003552.1,484225,484446,+
MA_RS02115,MA0402,"MA0402,MA_0402",MA_RS02115,protein_coding,NC_003552.1,484776,485201,+
MA_RS02120,MA0403,"MA0403,MA_0403",MA_RS02120,protein_coding,NC_003552.1,485208,486335,+
MA_RS02125,MA0404,"MA0404,MA_0404",MA_RS02125,protein_coding,NC_003552.1,486521,487600,+
MA_RS02135,MA0406,"MA0406,MA_0406",MA_RS02135,protein_coding,NC_003552.1,488865,489485,+
MA_RS02140,MA0407,"MA0407,MA_0407",MA_RS02140,protein_coding,NC_003552.1,489540,490079,+
MA_RS28295,,,MA_RS28295,protein_coding,NC_003552.1,490985,491269,+
MA_RS02150,MA0409,"MA0409,MA_0409",MA_RS02150,protein_coding,NC_003552.1,491290,492042,+
MA_RS02155,MA0410,"MA0410,MA_0410",MA_RS02155,protein_coding,NC_003552.1,492073,492648,+
MA_RS02165,MA0413,"MA0413,MA_0413",MA_RS02165,protein_coding,NC_003552.1,493911,494819,+
MA_RS02170,MA0414,"MA0414,MA_0414",MA_RS02170,protein_coding,NC_003552.1,495076,495432,-
MA_RS02175,MA0415,"MA0415,MA_0415",MA_RS02175,protein_coding,NC_003552.1,496128,496898,+
MA_RS02180,MA0416,"MA0416,MA_0416",MA_RS02180,protein_coding,NC_003552.1,497069,497494,+
MA_RS02185,MA0417,"MA0417,MA_0417",MA_RS02185,protein_coding,NC_003552.1,497558,498742,+
MA_RS02190,MA0418,"MA0418,MA_0418",MA_RS02190,protein_coding,NC_003552.1,499078,499617,+
MA_RS02195,MA0419,"MA0419,MA_0419",MA_RS02195,protein_coding,NC_003552.1,499831,500814,+
MA_RS29265,,,MA_RS29265,protein_coding,NC_003552.1,500884,500970,+
MA_RS29270,,,MA_RS29270,protein_coding,NC_003552.1,501039,501227,+
MA_RS02205,MA0421,"MA0421,MA_0421",MA_RS02205,protein_coding,NC_003552.1,501351,501950,+
MA_RS02210,MA0422,"MA0422,MA_0422",MA_RS02210,protein_coding,NC_003552.1,502401,503603,+
MA_RS26425,MA_0423,MA_0423,MA_RS26425,protein_coding,NC_003552.1,503887,504126,+
MA_RS02220,MA0424,"MA0424,MA_0424",MA_RS02220,protein_coding,NC_003552.1,504673,504903,+
MA_RS02225,,,MA_RS02225,protein_coding,NC_003552.1,505101,505262,+
MA_RS02230,MA0425,"MA0425,MA_0425",MA_RS02230,protein_coding,NC_003552.1,505493,505885,-
MA_RS02235,MA0426,"MA0426,MA_0426",MA_RS02235,protein_coding,NC_003552.1,506196,506408,+
MA_RS02240,MA0427,"MA0427,MA_0427",MA_RS02240,protein_coding,NC_003552.1,506764,507966,+
MA_RS02245,MA0428,"MA0428,MA_0428",larB,protein_coding,NC_003552.1,508310,509143,+
MA_RS02250,MA0429,"MA0429,MA_0429",larC,protein_coding,NC_003552.1,509181,510371,+
MA_RS02255,MA0430,"MA0430,MA_0430",asd,protein_coding,NC_003552.1,510626,511654,-
MA_RS02260,MA0431,"MA0431,MA_0431",MA_RS02260,protein_coding,NC_003552.1,511754,511936,-
MA_RS02265,MA0432,"MA0432,MA_0432",MA_RS02265,protein_coding,NC_003552.1,512183,512491,-
MA_RS02270,MA0433,"MA0433,MA_0433",MA_RS02270,protein_coding,NC_003552.1,512628,513692,-
MA_RS02275,MA0434,"MA0434,MA_0434",MA_RS02275,protein_coding,NC_003552.1,513926,514231,-
MA_RS28300,MA_0435,MA_0435,MA_RS28300,protein_coding,NC_003552.1,515482,515988,-
MA_RS02285,MA0436,"MA0436,MA_0436",MA_RS02285,protein_coding,NC_003552.1,516253,517248,+
MA_RS02290,MA0437,"MA0437,MA_0437",MA_RS02290,protein_coding,NC_003552.1,517343,518158,+
MA_RS02300,MA0439,"MA0439,MA_0439",MA_RS02300,protein_coding,NC_003552.1,519393,520196,-
MA_RS02305,MA0440,"MA0440,MA_0440",MA_RS02305,protein_coding,NC_003552.1,520308,520823,-
MA_RS02310,MA0441,"MA0441,MA_0441",MA_RS02310,protein_coding,NC_003552.1,521099,523168,+
MA_RS02315,,,MA_RS02315,protein_coding,NC_003552.1,523405,523614,-
MA_RS02320,MA0443,"MA0443,MA_0443",MA_RS02320,protein_coding,NC_003552.1,523963,524703,+
MA_RS02325,MA0444,"MA0444,MA_0444",MA_RS02325,protein_coding,NC_003552.1,524887,525492,+
MA_RS02330,MA0445,"MA0445,MA_0445",MA_RS02330,protein_coding,NC_003552.1,525616,526164,+
MA_RS24975,MA_0446,MA_0446,MA_RS24975,protein_coding,NC_003552.1,526304,526435,-
MA_RS26430,,,MA_RS26430,protein_coding,NC_003552.1,526480,526626,-
MA_RS02340,MA0447,"MA0447,MA_0447",MA_RS02340,protein_coding,NC_003552.1,526764,527975,+
MA_RS02345,MA0448,"MA0448,MA_0448",MA_RS02345,protein_coding,NC_003552.1,528046,528495,-
MA_RS02350,MA0449,"MA0449,MA_0449",msrB,protein_coding,NC_003552.1,528705,529127,+
MA_RS24980,MA_0450,MA_0450,MA_RS24980,protein_coding,NC_003552.1,529351,529560,+
MA_RS02360,MA0451,"MA0451,MA_0451",MA_RS02360,protein_coding,NC_003552.1,529870,530526,+
MA_RS02365,MA0452,"MA0452,MA_0452",MA_RS02365,protein_coding,NC_003552.1,530608,531747,-
MA_RS02370,MA0453,"MA0453,MA_0453",MA_RS02370,protein_coding,NC_003552.1,531805,532971,-
MA_RS02375,MA0454,"MA0454,MA_0454",MA_RS02375,protein_coding,NC_003552.1,533783,534781,+
MA_RS02380,MA0455,"MA0455,MA_0455",mtaB,protein_coding,NC_003552.1,534844,536229,-
MA_RS02385,MA0456,"MA0456,MA_0456",mtaC,protein_coding,NC_003552.1,536240,537016,-
MA_RS02395,MA0458,"MA0458,MA_0458",MA_RS02395,protein_coding,NC_003552.1,537303,537533,-
MA_RS02400,MA0459,"MA0459,MA_0459",MA_RS02400,protein_coding,NC_003552.1,537926,538780,+
MA_RS02405,MA0460,"MA0460,MA_0460",MA_RS02405,protein_coding,NC_003552.1,539017,539808,+
MA_RS02410,MA0461,"MA0461,MA_0461",MA_RS02410,protein_coding,NC_003552.1,539898,541817,-
MA_RS02415,MA0462,"MA0462,MA_0462",MA_RS02415,protein_coding,NC_003552.1,541988,542464,+
MA_RS02420,MA0463,"MA0463,MA_0463",MA_RS02420,protein_coding,NC_003552.1,542620,542799,-
MA_RS02425,MA0464,"MA0464,MA_0464",MA_RS02425,protein_coding,NC_003552.1,542972,544933,-
MA_RS02430,MA0465,"MA0465,MA_0465",MA_RS02430,protein_coding,NC_003552.1,544992,546491,-
MA_RS28305,,,MA_RS28305,protein_coding,NC_003552.1,546673,546882,-
MA_RS28310,,,MA_RS28310,protein_coding,NC_003552.1,546993,547208,+
MA_RS28315,,,MA_RS28315,protein_coding,NC_003552.1,547604,547807,+
MA_RS02440,MA0467,"MA0467,MA_0467",MA_RS02440,protein_coding,NC_003552.1,547815,548807,+
MA_RS02445,MA0468,"MA0468,MA_0468",MA_RS02445,protein_coding,NC_003552.1,548980,549450,-
MA_RS02450,,,MA_RS02450,protein_coding,NC_003552.1,549702,549896,-
MA_RS02455,MA0469,"MA0469,MA_0469",MA_RS02455,protein_coding,NC_003552.1,550418,551323,+
MA_RS02465,MA0471,"MA0471,MA_0471",MA_RS02465,protein_coding,NC_003552.1,552436,552756,+
MA_RS02470,MA0472,"MA0472,MA_0472",MA_RS02470,protein_coding,NC_003552.1,552863,554347,-
MA_RS02475,MA0473,"MA0473,MA_0473",MA_RS02475,protein_coding,NC_003552.1,554458,554664,+
MA_RS02480,MA0474,"MA0474,MA_0474",MA_RS02480,protein_coding,NC_003552.1,554618,555496,+
MA_RS02485,MA0475,"MA0475,MA_0475",MA_RS02485,protein_coding,NC_003552.1,555563,556177,+
MA_RS02490,MA0476,"MA0476,MA_0476",MA_RS02490,protein_coding,NC_003552.1,556226,556669,+
MA_RS28320,,,MA_RS28320,protein_coding,NC_003552.1,556816,557034,+
MA_RS02495,MA0477,"MA0477,MA_0477",MA_RS02495,protein_coding,NC_003552.1,557862,558233,+
MA_RS29275,,,MA_RS29275,protein_coding,NC_003552.1,558966,559094,+
MA_RS02500,MA0479,"MA0479,MA_0479",MA_RS02500,protein_coding,NC_003552.1,559648,560424,-
MA_RS02505,MA0480,"MA0480,MA_0480",MA_RS02505,protein_coding,NC_003552.1,560781,561176,-
MA_RS02510,MA0481,"MA0481,MA_0481",MA_RS02510,protein_coding,NC_003552.1,561181,561753,-
MA_RS02520,,,MA_RS02520,protein_coding,NC_003552.1,562005,562271,-
MA_RS02525,MA0484,"MA0484,MA_0484",MA_RS02525,protein_coding,NC_003552.1,563057,564046,-
MA_RS29690,,,MA_RS29690,protein_coding,NC_003552.1,564477,564671,-
MA_RS29695,MA_0485,MA_0485,MA_RS29695,protein_coding,NC_003552.1,564629,564964,+
MA_RS02535,MA0486,"MA0486,MA_0486",ygiD,protein_coding,NC_003552.1,565014,565790,-
MA_RS02540,MA0487,"MA0487,MA_0487",MA_RS02540,protein_coding,NC_003552.1,566070,567359,+
MA_RS24350,MA_0488,MA_0488,MA_RS24350,protein_coding,NC_003552.1,567850,570723,+
MA_RS02555,MA0490,"MA0490,MA_0490",MA_RS02555,protein_coding,NC_003552.1,571167,573713,+
MA_RS02560,MA0491,"MA0491,MA_0491",MA_RS02560,protein_coding,NC_003552.1,573987,576203,-
MA_RS02565,MA0492,"MA0492,MA_0492",MA_RS02565,protein_coding,NC_003552.1,576556,577233,-
MA_RS02570,MA0493,"MA0493,MA_0493",MA_RS02570,protein_coding,NC_003552.1,577531,578181,+
MA_RS02575,MA0494,"MA0494,MA_0494",MA_RS02575,protein_coding,NC_003552.1,578794,579201,+
MA_RS02585,MA0496,"MA0496,MA_0496",MA_RS02585,protein_coding,NC_003552.1,579515,579841,+
MA_RS02590,MA0497,"MA0497,MA_0497",MA_RS02590,protein_coding,NC_003552.1,579937,582219,-
MA_RS02595,MA0499,"MA0499,MA_0499",MA_RS02595,protein_coding,NC_003552.1,582774,583250,+
MA_RS24355,MA_0500,MA_0500,MA_RS24355,protein_coding,NC_003552.1,583586,584113,+
MA_RS02610,MA0502,"MA0502,MA_0502",MA_RS02610,protein_coding,NC_003552.1,584723,585280,+
MA_RS02620,MA0504,"MA0504,MA_0504",MA_RS02620,protein_coding,NC_003552.1,585765,586307,-
MA_RS02625,MA0505,"MA0505,MA_0505",MA_RS02625,protein_coding,NC_003552.1,586505,587242,+
MA_RS02630,MA0506,"MA0506,MA_0506",MA_RS02630,protein_coding,NC_003552.1,587255,588178,+
MA_RS02635,MA0507,"MA0507,MA_0507",MA_RS02635,protein_coding,NC_003552.1,588926,589444,+
MA_RS02640,MA0508,"MA0508,MA_0508",MA_RS02640,protein_coding,NC_003552.1,590259,591188,+
MA_RS02645,MA0509,"MA0509,MA_0509",MA_RS02645,protein_coding,NC_003552.1,591371,592807,+
MA_RS02650,MA0510,"MA0510,MA_0510",MA_RS02650,protein_coding,NC_003552.1,593230,594093,+
MA_RS02660,MA0511,"MA0511,MA_0511",MA_RS02660,protein_coding,NC_003552.1,594609,595223,+
MA_RS02665,MA0512,"MA0512,MA_0512",MA_RS02665,protein_coding,NC_003552.1,595359,596744,+
MA_RS02670,MA0513,"MA0513,MA_0513",MA_RS02670,protein_coding,NC_003552.1,597068,597652,-
MA_RS02680,,,MA_RS02680,protein_coding,NC_003552.1,598296,598502,-
MA_RS02685,MA0515,"MA0515,MA_0515",MA_RS02685,protein_coding,NC_003552.1,599612,600484,-
MA_RS02690,MA0516,"MA0516,MA_0516",MA_RS02690,protein_coding,NC_003552.1,601283,601759,+
MA_RS02695,MA0517,"MA0517,MA_0517",MA_RS02695,protein_coding,NC_003552.1,601897,602175,+
MA_RS02700,MA0518,"MA0518,MA_0518",MA_RS02700,protein_coding,NC_003552.1,602172,602522,+
MA_RS02705,MAt4688,MAt4688,MA_RS02705,tRNA,NC_003552.1,602880,602953,-
MA_RS02710,MA0519,"MA0519,MA_0519",MA_RS02710,protein_coding,NC_003552.1,603202,603966,+
MA_RS02715,MA0520,"MA0520,MA_0520",MA_RS02715,protein_coding,NC_003552.1,604061,604648,-
MA_RS02720,MA0521,"MA0521,MA_0521",MA_RS02720,protein_coding,NC_003552.1,604781,605800,-
MA_RS02725,MA0522,"MA0522,MA_0522",mutL,protein_coding,NC_003552.1,606446,608416,-
